ref,exp,date,visitor,home,position,vpen,vpenyd,hpen,hpenyd
Hittner,273,1999-09-12,BUF,IND,Head-Linesman,12,90,8,75
Hittner,273,1999-09-19,TB,PHI,Head-Linesman,6,55,3,45
Hittner,273,1999-10-03,NO,CHI,Head-Linesman,6,41,5,35
Hittner,273,1999-10-10,DEN,OAK,Head-Linesman,3,17,3,30
Hittner,273,1999-10-24,DET,CAR,Head-Linesman,3,21,9,55
Hittner,273,1999-11-01,SEA,GB,Head-Linesman,6,67,10,103
Hittner,273,1999-11-07,ARI,NYJ,Head-Linesman,4,25,3,25
Hittner,273,1999-11-21,NE,MIA,Head-Linesman,5,50,5,30
Hittner,273,1999-11-28,SD,MIN,Head-Linesman,1,5,5,35
Hittner,273,1999-12-05,KC,DEN,Head-Linesman,11,106,7,52
Hittner,273,1999-12-12,CAR,GB,Head-Linesman,9,64,10,81
Hittner,273,1999-12-19,DET,CHI,Head-Linesman,6,43,8,62
Hittner,273,1999-12-26,WAS,SF,Head-Linesman,6,38,1,10
Hittner,273,2000-01-02,NYG,DAL,Head-Linesman,5,44,7,56
Hittner,273,2000-01-08,BUF,None,Head-Linesman,10,59,2,12
Hittner,273,2000-09-03,CHI,MIN,Head-Linesman,5,45,4,20
Hittner,273,2000-09-10,CAR,SF,Head-Linesman,6,50,9,67
Hittner,273,2000-09-17,CIN,JAC,Head-Linesman,6,44,7,76
Hittner,273,2000-09-24,NE,MIA,Head-Linesman,3,30,5,40
Hittner,273,2000-10-02,SEA,KC,Head-Linesman,7,45,12,77
Hittner,273,2000-10-08,DEN,SD,Head-Linesman,9,113,6,57
Hittner,273,2000-10-22,CLE,PIT,Head-Linesman,8,77,5,47
Hittner,273,2000-10-29,STL,SF,Head-Linesman,11,90,8,80
Hittner,273,2000-11-05,IND,CHI,Head-Linesman,7,81,8,58
Hittner,273,2000-11-12,CIN,DAL,Head-Linesman,7,94,13,100
Hittner,273,2000-11-26,BUF,TB,Head-Linesman,8,70,7,71
Hittner,273,2000-12-03,NYG,WAS,Head-Linesman,3,20,4,35
Hittner,273,2000-12-10,NYJ,OAK,Head-Linesman,6,27,7,60
Hittner,273,2000-12-17,ATL,NO,Head-Linesman,5,33,7,50
Hittner,273,2000-12-25,DAL,TEN,Head-Linesman,7,51,7,51
Hittner,273,2001-01-14,BAL,None,Head-Linesman,10,95,5,36
Hittner,273,2001-09-23,BAL,CIN,Head-Linesman,7,45,8,46
Hittner,273,2001-09-30,TB,MIN,Head-Linesman,3,25,6,36
Hittner,273,2001-10-15,WAS,DAL,Head-Linesman,7,60,3,22
Hittner,273,2001-10-21,PIT,TB,Head-Linesman,1,5,1,10
Hittner,273,2001-10-25,IND,KC,Head-Linesman,7,54,2,10
Hittner,273,2001-11-04,DET,SF,Head-Linesman,8,62,6,83
Hittner,273,2001-11-11,GB,CHI,Head-Linesman,7,50,1,15
Hittner,273,2001-11-18,TEN,CIN,Head-Linesman,11,93,8,70
Hittner,273,2001-12-02,BUF,SF,Head-Linesman,7,47,1,10
Hittner,273,2001-12-09,NYG,DAL,Head-Linesman,2,15,6,45
Hittner,273,2001-12-16,MIN,DET,Head-Linesman,6,40,13,123
Hittner,273,2001-12-23,CHI,WAS,Head-Linesman,1,6,6,38
Hittner,273,2001-12-30,BUF,NYJ,Head-Linesman,9,53,3,25
Hittner,273,2002-01-06,KC,SEA,Head-Linesman,2,15,4,30
Hittner,273,2002-01-12,NYJ,None,Head-Linesman,0,0,5,76
Hittner,273,2002-02-03,STL,None,Head-Linesman,6,39,5,31
Hittner,273,2002-09-15,TEN,DAL,Head-Linesman,6,55,2,15
Hittner,273,2002-09-22,SD,ARI,Head-Linesman,8,80,2,25
Hittner,273,2002-09-29,MIA,KC,Head-Linesman,9,86,10,71
Hittner,273,2002-10-07,GB,CHI,Head-Linesman,5,49,7,65
Hittner,273,2002-10-13,BUF,HOU,Head-Linesman,13,128,11,75
Hittner,273,2002-10-20,SF,NO,Head-Linesman,5,42,4,35
Hittner,273,2002-11-03,WAS,SEA,Head-Linesman,6,68,5,52
Hittner,273,2002-11-10,SD,STL,Head-Linesman,12,82,10,85
Hittner,273,2002-11-17,NE,OAK,Head-Linesman,7,34,12,115
Hittner,273,2002-11-24,CIN,PIT,Head-Linesman,9,110,5,40
Hittner,273,2002-12-01,ATL,MIN,Head-Linesman,5,34,10,95
Hittner,273,2002-12-08,NYG,WAS,Head-Linesman,8,61,12,90
Hittner,273,2002-12-15,IND,CLE,Head-Linesman,5,44,7,39
Hittner,273,2002-12-21,PHI,DAL,Head-Linesman,10,67,7,69
Hittner,273,2002-12-29,CAR,NO,Head-Linesman,3,19,4,27
Hittner,273,2003-01-19,TEN,None,Head-Linesman,7,60,14,127
Hittner,273,2003-09-07,SD,KC,Head-Linesman,8,55,7,62
Hittner,273,2003-09-14,CIN,OAK,Head-Linesman,7,65,6,59
Hittner,273,2003-09-14,DEN,SD,Head-Linesman,10,81,11,96
Hittner,273,2003-09-21,STL,SEA,Head-Linesman,3,15,4,30
Hittner,273,2003-09-28,JAC,HOU,Head-Linesman,9,48,4,43
Hittner,273,2003-10-05,WAS,PHI,Head-Linesman,11,85,7,86
Hittner,273,2003-10-12,CHI,NO,Head-Linesman,5,86,6,35
Hittner,273,2003-10-19,NYJ,HOU,Head-Linesman,2,9,8,50
Hittner,273,2003-10-26,BUF,KC,Head-Linesman,5,31,5,60
Hittner,273,2003-11-09,MIN,SD,Head-Linesman,10,107,6,49
Hittner,273,2003-11-17,PIT,SF,Head-Linesman,3,30,4,20
Hittner,273,2003-11-23,CAR,DAL,Head-Linesman,11,68,10,123
Hittner,273,2003-11-30,CLE,SEA,Head-Linesman,4,35,5,45
Hittner,273,2003-12-07,CHI,GB,Head-Linesman,5,45,8,57
Hittner,273,2003-12-14,BAL,OAK,Head-Linesman,8,55,9,70
Hittner,273,2003-12-21,CIN,STL,Head-Linesman,5,38,6,40
Hittner,273,2003-12-28,IND,HOU,Head-Linesman,6,60,6,40
Hittner,273,2004-01-11,GB,None,Head-Linesman,6,45,3,25
Hittner,273,2004-02-01,CAR,None,Head-Linesman,12,73,8,60
Hittner,273,2004-09-12,SEA,NO,Head-Linesman,5,45,8,68
Hittner,273,2004-09-19,CLE,DAL,Head-Linesman,6,31,11,120
Hittner,273,2004-09-26,GB,IND,Head-Linesman,11,84,9,70
Hittner,273,2004-10-03,PHI,CHI,Head-Linesman,10,73,4,36
Hittner,273,2004-10-10,MIN,HOU,Head-Linesman,10,75,11,88
Hittner,273,2004-10-17,KC,JAC,Head-Linesman,5,30,5,46
Hittner,273,2004-10-31,CAR,SEA,Head-Linesman,10,79,2,13
Hittner,273,2004-11-07,NE,STL,Head-Linesman,7,48,10,80
Hittner,273,2004-11-15,PHI,DAL,Head-Linesman,9,59,7,50
Hittner,273,2004-11-21,DET,MIN,Head-Linesman,9,116,7,51
Hittner,273,2004-12-05,KC,OAK,Head-Linesman,7,45,6,49
Hittner,273,2004-12-12,IND,HOU,Head-Linesman,8,50,6,30
Hittner,273,2004-12-19,JAC,GB,Head-Linesman,7,85,12,101
Hittner,273,2004-12-26,CLE,MIA,Head-Linesman,5,25,7,35
Hittner,273,2005-01-02,DET,TEN,Head-Linesman,6,52,7,50
Hittner,273,2005-09-11,SEA,JAC,Head-Linesman,5,29,6,31
Hittner,273,2005-09-19,NYG,NO,Head-Linesman,9,86,13,92
Hittner,273,2005-10-02,SF,ARI,Head-Linesman,8,52,4,37
Hittner,273,2005-10-09,TEN,HOU,Head-Linesman,7,65,6,39
Hittner,273,2005-10-16,MIA,TB,Head-Linesman,9,60,9,65
Hittner,273,2005-10-23,BAL,CHI,Head-Linesman,11,100,9,60
Hittner,273,2005-10-30,KC,SD,Head-Linesman,9,59,4,38
Hittner,273,2005-11-06,PIT,GB,Head-Linesman,4,53,8,74
Hittner,273,2005-11-20,DET,DAL,Head-Linesman,17,129,5,40
Hittner,273,2005-11-27,STL,HOU,Head-Linesman,9,65,4,54
Hittner,273,2005-12-04,BUF,MIA,Head-Linesman,7,55,13,81
Hittner,273,2005-12-11,SF,SEA,Head-Linesman,7,82,8,54
Hittner,273,2005-12-18,PIT,MIN,Head-Linesman,12,129,13,95
Hittner,273,2005-12-26,NE,NYJ,Head-Linesman,4,30,9,69
Hittner,273,2006-01-01,CIN,KC,Head-Linesman,6,50,9,80
Hittner,273,2006-02-05,SEA,None,Head-Linesman,7,70,3,20
Hittner,273,2006-09-10,SF,ARI,Head-Linesman,8,62,11,85
Hittner,273,2006-09-17,TEN,SD,Head-Linesman,6,55,7,53
Hittner,273,2006-09-25,ATL,NO,Head-Linesman,5,43,4,40
Hittner,273,2006-10-01,CLE,OAK,Head-Linesman,4,37,6,47
Hittner,273,2006-10-08,MIA,NE,Head-Linesman,10,81,7,59
Hittner,273,2006-10-15,SEA,STL,Head-Linesman,10,65,6,72
Hittner,273,2006-10-29,JAC,PHI,Head-Linesman,5,44,8,50
Hittner,273,2006-11-05,MIN,SF,Head-Linesman,6,65,5,56
Hittner,273,2006-11-12,CHI,NYG,Head-Linesman,9,80,10,96
Hittner,273,2006-11-26,CAR,WAS,Head-Linesman,4,40,6,40
Hittner,273,2006-12-03,SD,BUF,Head-Linesman,3,30,2,10
Hittner,273,2006-12-10,BAL,KC,Head-Linesman,6,75,6,35
Hittner,273,2006-12-17,DET,GB,Head-Linesman,6,37,9,69
Hittner,273,2006-12-24,IND,HOU,Head-Linesman,2,15,4,25
Hittner,273,2006-12-31,NE,TEN,Head-Linesman,9,129,10,119
Hittner,273,2007-09-09,NYG,DAL,Head-Linesman,4,45,7,55
Hittner,273,2007-09-16,SD,NE,Head-Linesman,7,75,6,67
Hittner,273,2007-09-23,CIN,SEA,Head-Linesman,10,72,3,20
Hittner,273,2007-09-30,GB,MIN,Head-Linesman,6,40,7,40
Hittner,273,2007-10-07,DET,WAS,Head-Linesman,4,20,4,50
Hittner,273,2007-10-21,CHI,PHI,Head-Linesman,7,51,5,32
Hittner,273,2007-10-28,IND,CAR,Head-Linesman,5,27,8,55
Hittner,273,2007-11-05,BAL,PIT,Head-Linesman,11,85,5,49
Hittner,273,2007-11-11,JAC,TEN,Head-Linesman,4,35,9,56
Hittner,273,2007-11-18,STL,SF,Head-Linesman,3,20,7,39
Hittner,273,2007-11-25,WAS,TB,Head-Linesman,4,27,4,25
Hittner,273,2007-12-02,SD,KC,Head-Linesman,6,36,6,44
Hittner,273,2007-12-09,OAK,GB,Head-Linesman,9,62,9,84
Hittner,273,2007-12-16,ARI,NO,Head-Linesman,10,78,3,15
Hittner,273,2007-12-23,HOU,IND,Head-Linesman,6,55,5,40
Hittner,273,2007-12-30,SEA,ATL,Head-Linesman,9,85,5,41
Hittner,273,2008-01-06,TEN,None,Head-Linesman,6,38,5,53
Hittner,273,2008-09-04,WAS,NYG,Head-Linesman,7,35,7,70
Hittner,273,2008-09-14,SD,DEN,Head-Linesman,8,60,7,67
Hittner,273,2008-09-21,CLE,BAL,Head-Linesman,9,65,5,40
Hittner,273,2008-09-28,ATL,CAR,Head-Linesman,5,45,11,90
Hittner,273,2008-10-06,MIN,NO,Head-Linesman,7,60,11,102
Hittner,273,2008-10-12,MIA,HOU,Head-Linesman,4,30,1,5
Hittner,273,2008-10-19,PIT,CIN,Head-Linesman,3,15,4,55
Hittner,273,2008-11-02,TB,KC,Head-Linesman,7,47,7,60
Hittner,273,2008-11-09,TEN,CHI,Head-Linesman,8,55,3,20
Hittner,273,2008-11-16,OAK,MIA,Head-Linesman,7,35,3,55
Hittner,273,2008-11-23,HOU,CLE,Head-Linesman,11,84,5,40
Hittner,273,2008-12-07,NYJ,SF,Head-Linesman,8,57,3,25
Hittner,273,2008-12-14,SEA,STL,Head-Linesman,5,35,6,40
Hittner,273,2008-12-20,BAL,DAL,Head-Linesman,3,19,10,86
Hittner,273,2008-12-28,DET,GB,Head-Linesman,5,60,6,60
Hittner,273,2009-01-04,BAL,None,Head-Linesman,7,59,4,34
Hittner,273,2009-09-13,NYJ,HOU,Head-Linesman,10,80,6,37
Hittner,273,2009-09-20,CIN,GB,Head-Linesman,13,100,11,76
Hittner,273,2009-09-27,DEN,OAK,Head-Linesman,5,30,6,53
Hittner,273,2009-10-04,TB,WAS,Head-Linesman,5,40,4,40
Hittner,273,2009-10-11,PIT,DET,Head-Linesman,6,59,6,66
Hittner,273,2009-10-18,NYG,NO,Head-Linesman,9,110,6,55
Hittner,273,2009-10-25,GB,CLE,Head-Linesman,8,70,5,40
Hittner,273,2009-11-01,SF,IND,Head-Linesman,7,50,5,38
Hittner,273,2009-11-08,ARI,CHI,Head-Linesman,2,15,9,89
Hittner,273,2009-11-15,JAC,NYJ,Head-Linesman,5,40,4,26
Hittner,273,2009-11-22,SEA,MIN,Head-Linesman,10,64,5,31
Hittner,273,2009-11-29,PIT,BAL,Head-Linesman,5,59,9,80
Hittner,273,2009-12-06,PHI,ATL,Head-Linesman,8,62,6,30
Hittner,273,2009-12-20,HOU,STL,Head-Linesman,4,30,3,15
Hittner,273,2009-12-27,KC,CIN,Head-Linesman,6,40,6,36
Hittner,273,2010-01-03,TEN,SEA,Head-Linesman,9,76,5,40
Hittner,273,2010-01-24,MIN,None,Head-Linesman,5,32,9,88
Hittner,273,2010-09-12,IND,HOU,Head-Linesman,5,73,7,50
Hittner,273,2010-09-19,NE,NYJ,Head-Linesman,6,79,6,58
Hittner,273,2010-09-26,DET,MIN,Head-Linesman,8,67,12,100
Hittner,273,2010-10-03,BAL,PIT,Head-Linesman,7,52,11,88
Hittner,273,2010-10-17,MIA,GB,Head-Linesman,4,30,7,45
Hittner,273,2010-10-24,PHI,TEN,Head-Linesman,10,100,6,37
Hittner,273,2010-10-31,SEA,OAK,Head-Linesman,7,55,11,105
Hittner,273,2010-11-07,NO,CAR,Head-Linesman,7,64,10,65
Hittner,273,2010-11-14,STL,SF,Head-Linesman,12,135,14,105
Hittner,273,2010-11-21,BUF,CIN,Head-Linesman,10,58,7,57
Hittner,273,2010-11-28,MIN,WAS,Head-Linesman,3,15,6,35
Hittner,273,2010-12-05,CHI,DET,Head-Linesman,4,25,6,42
Hittner,273,2010-12-19,GB,NE,Head-Linesman,2,15,7,52
Hittner,273,2010-12-27,NO,ATL,Head-Linesman,8,92,1,10
Hittner,273,2011-01-02,TEN,IND,Head-Linesman,7,58,5,25
Hittner,273,2011-01-23,NYJ,None,Head-Linesman,6,50,4,25
Hittner,273,2011-09-11,ATL,CHI,Head-Linesman,9,65,8,56
Hittner,273,2011-09-18,CIN,DEN,Head-Linesman,7,69,7,55
Hittner,273,2011-09-26,WAS,DAL,Head-Linesman,4,35,6,55
Hittner,273,2011-10-02,NO,JAC,Head-Linesman,6,50,2,15
Hittner,273,2011-10-09,SEA,NYG,Head-Linesman,10,70,7,52
Hittner,273,2011-10-16,STL,GB,Head-Linesman,7,45,3,16
Hittner,273,2011-10-30,MIN,CAR,Head-Linesman,4,43,6,60
Hittner,273,2011-11-06,NYJ,BUF,Head-Linesman,9,60,6,84
Hittner,273,2011-11-10,OAK,SD,Head-Linesman,7,45,6,31
Hittner,273,2011-11-20,DAL,WAS,Head-Linesman,9,48,6,59
Hittner,273,2011-11-27,PIT,KC,Head-Linesman,6,50,4,20
Hittner,273,2011-12-04,BAL,CLE,Head-Linesman,4,18,3,37
Hittner,273,2011-12-11,HOU,CIN,Head-Linesman,5,50,3,27
Hittner,273,2011-12-24,SD,DET,Head-Linesman,1,10,3,8
Hittner,273,2012-01-01,CAR,NO,Head-Linesman,1,5,6,60
Hittner,273,2012-01-22,NYG,None,Head-Linesman,9,60,6,50
Hittner,273,2012-09-30,CIN,JAC,Head-Linesman,6,50,3,37
Hittner,273,2012-10-11,PIT,TEN,Head-Linesman,4,50,5,45
Hittner,273,2012-10-21,WAS,NYG,Head-Linesman,7,55,3,30
Hittner,273,2012-10-28,CAR,CHI,Head-Linesman,3,21,5,40
Hittner,273,2012-11-11,NYJ,SEA,Head-Linesman,6,35,7,45
Hittner,273,2012-11-18,CLE,DAL,Head-Linesman,12,129,9,92
Hittner,273,2012-11-25,BUF,IND,Head-Linesman,4,46,6,37
Hittner,273,2012-12-02,MIN,GB,Head-Linesman,5,48,10,78
Hittner,273,2012-12-09,ATL,CAR,Head-Linesman,3,15,3,10
Hittner,273,2012-12-16,SF,NE,Head-Linesman,6,88,8,73
Hittner,273,2012-12-23,WAS,PHI,Head-Linesman,3,24,4,25
Hittner,273,2012-12-30,KC,DEN,Head-Linesman,5,32,5,30
Hittner,273,2013-01-13,SEA,None,Head-Linesman,6,35,3,11
Hittner,273,2013-09-08,TB,NYJ,Head-Linesman,13,102,6,45
Hittner,273,2013-09-15,MIN,CHI,Head-Linesman,3,25,4,35
Hittner,273,2013-09-22,DET,WAS,Head-Linesman,8,71,6,45
Hittner,273,2013-09-29,DAL,SD,Head-Linesman,5,33,7,85
Hittner,273,2013-10-13,CIN,BUF,Head-Linesman,8,78,4,27
Hittner,273,2013-10-20,HOU,KC,Head-Linesman,4,40,5,24
Hittner,273,2013-10-27,SF,JAC,Head-Linesman,4,35,6,76
Hittner,273,2013-11-03,PHI,OAK,Head-Linesman,7,52,8,70
Hittner,273,2013-11-07,WAS,MIN,Head-Linesman,8,63,1,7
Hittner,273,2013-11-17,ATL,TB,Head-Linesman,7,45,11,121
Hittner,273,2013-12-02,NO,SEA,Head-Linesman,7,52,8,66
Hittner,273,2013-12-08,DET,PHI,Head-Linesman,9,48,1,5
Hittner,273,2013-12-15,CIN,PIT,Head-Linesman,6,50,4,25
Hittner,273,2013-12-22,DEN,HOU,Head-Linesman,8,67,4,57
Hittner,273,2013-12-29,BUF,NE,Head-Linesman,6,54,4,31
Hittner,273,2014-01-05,SF,None,Head-Linesman,2,10,3,20
Hittner,273,2014-09-07,OAK,NYJ,Head-Linesman,4,20,11,105
Hittner,273,2014-09-14,NO,CLE,Head-Linesman,5,39,4,30
Hittner,273,2014-09-18,TB,ATL,Head-Linesman,11,110,5,50
Hittner,273,2014-09-21,BAL,CLE,Head-Linesman,5,32,12,94
Hittner,273,2014-09-28,CAR,BAL,Head-Linesman,7,59,4,40
Hittner,273,2014-10-05,BUF,DET,Head-Linesman,11,74,8,62
Hittner,273,2014-10-13,SF,STL,Head-Linesman,5,23,8,38
Hittner,273,2014-10-26,MIN,TB,Head-Linesman,6,59,8,52
Hittner,273,2014-11-02,ARI,DAL,Head-Linesman,6,62,5,33
Hittner,273,2014-11-09,CHI,GB,Head-Linesman,11,163,5,50
Hittner,273,2014-11-16,CIN,NO,Head-Linesman,4,33,5,34
Hittner,273,2014-11-23,ARI,SEA,Head-Linesman,3,25,7,74
Hittner,273,2014-11-30,NYG,JAC,Head-Linesman,6,40,7,49
Hittner,273,2014-12-07,KC,ARI,Head-Linesman,9,75,6,40
Hittner,273,2014-12-14,DEN,SD,Head-Linesman,7,71,8,65
Hittner,273,2014-12-21,BUF,OAK,Head-Linesman,7,55,4,35
Hittner,273,2014-12-28,NYJ,MIA,Head-Linesman,5,40,5,40
Hittner,273,2015-01-03,BAL,None,Head-Linesman,2,14,8,114
Hittner,273,2015-09-13,GB,CHI,Head-Linesman,10,74,6,64
Hittner,273,2015-09-20,SF,PIT,Head-Linesman,7,46,7,58
Hittner,273,2015-09-27,IND,TEN,Head-Linesman,11,71,6,55
Hittner,273,2015-10-04,NYJ,MIA,Head-Linesman,14,163,9,80
Hittner,273,2015-10-18,DEN,CLE,Head-Linesman,8,81,6,30
Hittner,273,2015-10-25,PHI,CAR,Head-Linesman,7,46,5,43
Hittner,273,2015-11-01,NYG,NO,Head-Linesman,6,53,12,93
Hittner,273,2015-11-09,CHI,SD,Head-Linesman,6,55,8,54
Hittner,273,2015-11-19,TEN,JAC,Head-Linesman,6,59,8,88
Hittner,273,2015-11-29,STL,CIN,Head-Linesman,7,45,3,35
Hittner,273,2015-12-06,KC,OAK,Head-Linesman,11,88,4,21
Hittner,273,2015-12-14,NYG,MIA,Head-Linesman,3,25,12,123
Hittner,273,2015-12-19,NYJ,DAL,Head-Linesman,8,61,6,54
Hittner,273,2015-12-27,PIT,BAL,Head-Linesman,3,25,12,121
Hittner,273,2016-01-03,NO,ATL,Head-Linesman,4,45,4,32
Hittner,273,2016-01-24,NE,None,Head-Linesman,7,53,7,51
Hochuli,273,1999-09-12,NYG,TB,Referee,9,59,3,20
Hochuli,273,1999-09-19,CLE,TEN,Referee,2,7,7,70
Hochuli,273,1999-09-26,CHI,OAK,Referee,17,121,9,85
Hochuli,273,1999-10-03,KC,SD,Referee,13,113,6,54
Hochuli,273,1999-10-10,PIT,BUF,Referee,2,20,4,40
Hochuli,273,1999-10-17,MIA,NE,Referee,13,99,6,45
Hochuli,273,1999-10-24,CIN,IND,Referee,10,99,6,45
Hochuli,273,1999-11-07,TB,NO,Referee,9,70,5,40
Hochuli,273,1999-11-14,DEN,SEA,Referee,6,55,9,105
Hochuli,273,1999-11-21,CHI,SD,Referee,8,56,5,40
Hochuli,273,1999-11-28,NE,BUF,Referee,8,101,6,39
Hochuli,273,1999-12-05,TEN,BAL,Referee,6,91,9,68
Hochuli,273,1999-12-12,MIA,NYJ,Referee,6,43,2,20
Hochuli,273,1999-12-19,WAS,IND,Referee,6,60,5,62
Hochuli,273,1999-12-24,DAL,NO,Referee,11,86,6,32
Hochuli,273,2000-01-03,SF,ATL,Referee,16,118,6,40
Hochuli,273,2000-01-15,MIA,None,Referee,9,88,7,51
Hochuli,273,2000-09-03,CHI,MIN,Referee,5,45,4,20
Hochuli,273,2000-09-10,CAR,SF,Referee,6,50,9,67
Hochuli,273,2000-09-17,CIN,JAC,Referee,6,44,7,76
Hochuli,273,2000-09-24,NE,MIA,Referee,3,30,5,40
Hochuli,273,2000-10-02,SEA,KC,Referee,7,45,12,77
Hochuli,273,2000-10-08,DEN,SD,Referee,9,113,6,57
Hochuli,273,2000-10-22,CLE,PIT,Referee,8,77,5,47
Hochuli,273,2000-10-29,STL,SF,Referee,11,90,8,80
Hochuli,273,2000-11-05,IND,CHI,Referee,7,81,8,58
Hochuli,273,2000-11-12,CIN,DAL,Referee,7,94,13,100
Hochuli,273,2000-11-26,BUF,TB,Referee,8,70,7,71
Hochuli,273,2000-12-03,NYG,WAS,Referee,3,20,4,35
Hochuli,273,2000-12-10,NYJ,OAK,Referee,6,27,7,60
Hochuli,273,2000-12-17,ATL,NO,Referee,5,33,7,50
Hochuli,273,2000-12-25,DAL,TEN,Referee,7,51,7,51
Hochuli,273,2001-01-07,PHI,None,Referee,6,50,4,18
Hochuli,273,2001-09-23,BAL,CIN,Referee,7,45,8,46
Hochuli,273,2001-09-30,TB,MIN,Referee,3,25,6,36
Hochuli,273,2001-10-15,WAS,DAL,Referee,7,60,3,22
Hochuli,273,2001-10-21,PIT,TB,Referee,1,5,1,10
Hochuli,273,2001-10-25,IND,KC,Referee,7,54,2,10
Hochuli,273,2001-11-04,DET,SF,Referee,8,62,6,83
Hochuli,273,2001-11-11,GB,CHI,Referee,7,50,1,15
Hochuli,273,2001-11-18,TEN,CIN,Referee,11,93,8,70
Hochuli,273,2001-12-02,BUF,SF,Referee,7,47,1,10
Hochuli,273,2001-12-09,NYG,DAL,Referee,2,15,6,45
Hochuli,273,2001-12-16,MIN,DET,Referee,6,40,13,123
Hochuli,273,2001-12-23,CHI,WAS,Referee,1,6,6,38
Hochuli,273,2001-12-30,BUF,NYJ,Referee,9,53,3,25
Hochuli,273,2002-01-06,KC,SEA,Referee,2,15,4,30
Hochuli,273,2002-01-27,NE,None,Referee,12,87,3,25
Hochuli,273,2002-09-15,TEN,DAL,Referee,6,55,2,15
Hochuli,273,2002-09-22,SD,ARI,Referee,8,80,2,25
Hochuli,273,2002-09-29,MIA,KC,Referee,9,86,10,71
Hochuli,273,2002-10-07,GB,CHI,Referee,5,49,7,65
Hochuli,273,2002-10-13,BUF,HOU,Referee,13,128,11,75
Hochuli,273,2002-10-20,SF,NO,Referee,5,42,4,35
Hochuli,273,2002-11-03,WAS,SEA,Referee,6,68,5,52
Hochuli,273,2002-11-10,SD,STL,Referee,12,82,10,85
Hochuli,273,2002-11-17,NE,OAK,Referee,7,34,12,115
Hochuli,273,2002-11-24,CIN,PIT,Referee,9,110,5,40
Hochuli,273,2002-12-01,ATL,MIN,Referee,5,34,10,95
Hochuli,273,2002-12-08,NYG,WAS,Referee,8,61,12,90
Hochuli,273,2002-12-15,IND,CLE,Referee,5,44,7,39
Hochuli,273,2002-12-21,PHI,DAL,Referee,10,67,7,69
Hochuli,273,2002-12-29,CAR,NO,Referee,3,19,4,27
Hochuli,273,2003-01-19,TEN,None,Referee,7,60,14,127
Hochuli,273,2003-09-07,SD,KC,Referee,8,55,7,62
Hochuli,273,2003-09-14,CIN,OAK,Referee,7,65,6,59
Hochuli,273,2003-09-21,STL,SEA,Referee,3,15,4,30
Hochuli,273,2003-10-05,WAS,PHI,Referee,11,85,7,86
Hochuli,273,2003-10-12,CHI,NO,Referee,5,86,6,35
Hochuli,273,2003-10-19,NYJ,HOU,Referee,2,9,8,50
Hochuli,273,2003-10-26,BUF,KC,Referee,5,31,5,60
Hochuli,273,2003-11-09,MIN,SD,Referee,10,107,6,49
Hochuli,273,2003-11-17,PIT,SF,Referee,3,30,4,20
Hochuli,273,2003-11-23,CAR,DAL,Referee,11,68,10,123
Hochuli,273,2003-11-30,CLE,SEA,Referee,4,35,5,45
Hochuli,273,2003-12-07,CHI,GB,Referee,5,45,8,57
Hochuli,273,2003-12-14,BAL,OAK,Referee,8,55,9,70
Hochuli,273,2003-12-21,CIN,STL,Referee,5,38,6,40
Hochuli,273,2003-12-28,IND,HOU,Referee,6,60,6,40
Hochuli,273,2004-01-11,GB,None,Referee,6,45,3,25
Hochuli,273,2004-02-01,CAR,None,Referee,12,73,8,60
Hochuli,273,2004-09-12,SEA,NO,Referee,5,45,8,68
Hochuli,273,2004-09-19,CLE,DAL,Referee,6,31,11,120
Hochuli,273,2004-09-26,GB,IND,Referee,11,84,9,70
Hochuli,273,2004-10-03,PHI,CHI,Referee,10,73,4,36
Hochuli,273,2004-10-10,MIN,HOU,Referee,10,75,11,88
Hochuli,273,2004-10-17,KC,JAC,Referee,5,30,5,46
Hochuli,273,2004-10-31,CAR,SEA,Referee,10,79,2,13
Hochuli,273,2004-11-07,NE,STL,Referee,7,48,10,80
Hochuli,273,2004-11-15,PHI,DAL,Referee,9,59,7,50
Hochuli,273,2004-11-21,DET,MIN,Referee,9,116,7,51
Hochuli,273,2004-12-05,KC,OAK,Referee,7,45,6,49
Hochuli,273,2004-12-12,IND,HOU,Referee,8,50,6,30
Hochuli,273,2004-12-19,JAC,GB,Referee,7,85,12,101
Hochuli,273,2004-12-26,CLE,MIA,Referee,5,25,7,35
Hochuli,273,2005-01-02,DET,TEN,Referee,6,52,7,50
Hochuli,273,2005-01-08,NYJ,None,Referee,8,49,9,75
Hochuli,273,2005-09-11,SEA,JAC,Referee,5,29,6,31
Hochuli,273,2005-09-19,NYG,NO,Referee,9,86,13,92
Hochuli,273,2005-10-02,SF,ARI,Referee,8,52,4,37
Hochuli,273,2005-10-09,TEN,HOU,Referee,7,65,6,39
Hochuli,273,2005-10-16,MIA,TB,Referee,9,60,9,65
Hochuli,273,2005-10-23,BAL,CHI,Referee,11,100,9,60
Hochuli,273,2005-10-30,KC,SD,Referee,9,59,4,38
Hochuli,273,2005-11-06,PIT,GB,Referee,4,53,8,74
Hochuli,273,2005-11-20,DET,DAL,Referee,17,129,5,40
Hochuli,273,2005-11-27,STL,HOU,Referee,9,65,4,54
Hochuli,273,2005-12-04,BUF,MIA,Referee,7,55,13,81
Hochuli,273,2005-12-11,SF,SEA,Referee,7,82,8,54
Hochuli,273,2005-12-18,PIT,MIN,Referee,12,129,13,95
