ref,exp,date,visitor,home,position,vpen,vpenyd,hpen,hpenyd
Baltz,238,2004-11-21,DEN,NO,Head-Linesman,6,82,10,79
Baltz,238,2004-11-28,SD,KC,Head-Linesman,9,60,5,26
Baltz,238,2004-12-05,PIT,JAC,Head-Linesman,11,82,3,25
Baltz,238,2004-12-12,SEA,MIN,Head-Linesman,5,79,5,42
Baltz,238,2004-12-19,HOU,CHI,Head-Linesman,10,89,5,50
Baltz,238,2004-12-26,WAS,DAL,Head-Linesman,8,69,1,13
Baltz,238,2005-01-02,NYJ,STL,Head-Linesman,7,75,10,76
Baltz,238,2005-01-16,MIN,None,Head-Linesman,7,108,4,20
Baltz,238,2005-09-11,GB,DET,Head-Linesman,14,100,4,38
Baltz,238,2005-09-18,PIT,HOU,Head-Linesman,5,40,7,58
Baltz,238,2005-09-25,ARI,SEA,Head-Linesman,12,71,3,25
Baltz,238,2005-10-02,HOU,CIN,Head-Linesman,9,90,14,117
Baltz,238,2005-10-09,PHI,DAL,Head-Linesman,8,54,5,48
Baltz,238,2005-10-17,STL,IND,Head-Linesman,9,50,3,15
Baltz,238,2005-11-20,PIT,BAL,Head-Linesman,10,62,11,70
Baltz,238,2005-11-27,CHI,TB,Head-Linesman,4,35,5,52
Baltz,238,2005-12-04,DEN,KC,Head-Linesman,8,55,6,45
Baltz,238,2005-12-11,NE,BUF,Head-Linesman,9,83,7,50
Baltz,238,2005-12-18,CLE,OAK,Head-Linesman,1,15,7,45
Baltz,238,2005-12-24,ATL,TB,Head-Linesman,7,85,8,107
Baltz,238,2006-01-01,CAR,ATL,Head-Linesman,6,55,7,70
Baltz,238,2006-01-08,CAR,None,Head-Linesman,7,52,2,15
Baltz,238,2006-09-10,CIN,KC,Head-Linesman,5,40,5,40
Baltz,238,2006-09-17,ARI,SEA,Head-Linesman,11,66,7,73
Baltz,238,2006-10-01,DET,STL,Head-Linesman,4,70,8,66
Baltz,238,2006-10-08,WAS,NYG,Head-Linesman,5,35,8,76
Baltz,238,2006-10-15,HOU,DAL,Head-Linesman,7,55,9,73
Baltz,238,2006-10-22,CAR,CIN,Head-Linesman,8,41,5,55
Baltz,238,2006-10-30,NE,MIN,Head-Linesman,9,85,6,39
Baltz,238,2006-11-12,CLE,ATL,Head-Linesman,7,52,8,76
Baltz,238,2006-11-19,SEA,SF,Head-Linesman,5,30,5,39
Baltz,238,2006-11-26,NYG,TEN,Head-Linesman,5,43,3,30
Baltz,238,2006-12-03,NYJ,GB,Head-Linesman,3,20,4,29
Baltz,238,2006-12-10,NE,MIA,Head-Linesman,9,71,3,30
Baltz,238,2006-12-17,TB,CHI,Head-Linesman,9,73,8,79
Baltz,238,2006-12-24,BAL,PIT,Head-Linesman,12,89,5,32
Baltz,238,2006-12-31,SF,DEN,Head-Linesman,8,61,8,49
Baltz,238,2007-09-09,TB,SEA,Head-Linesman,5,37,3,35
Baltz,238,2007-09-16,BUF,PIT,Head-Linesman,5,55,2,9
Baltz,238,2007-09-23,CAR,ATL,Head-Linesman,3,45,10,135
Baltz,238,2007-09-30,KC,SD,Head-Linesman,4,28,4,21
Baltz,238,2007-10-07,CHI,GB,Head-Linesman,6,40,12,93
Baltz,238,2007-10-14,MIA,CLE,Head-Linesman,8,90,5,32
Baltz,238,2007-10-21,TEN,HOU,Head-Linesman,6,45,4,37
Baltz,238,2007-10-28,WAS,NE,Head-Linesman,5,40,6,40
Baltz,238,2007-11-04,SF,ATL,Head-Linesman,4,30,5,31
Baltz,238,2007-11-12,SF,SEA,Head-Linesman,10,53,4,39
Baltz,238,2007-11-18,SD,JAC,Head-Linesman,4,31,5,42
Baltz,238,2007-11-25,DEN,CHI,Head-Linesman,5,28,5,50
Baltz,238,2007-12-02,DET,MIN,Head-Linesman,6,48,4,25
Baltz,238,2007-12-09,STL,CIN,Head-Linesman,4,53,4,20
Baltz,238,2007-12-16,PHI,DAL,Head-Linesman,4,35,6,45
Baltz,238,2007-12-30,KC,NYJ,Head-Linesman,8,62,5,40
Baltz,238,2008-01-05,JAC,None,Head-Linesman,6,40,5,50
Baltz,238,2008-09-08,DEN,OAK,Head-Linesman,3,15,10,96
Baltz,238,2008-09-14,NYG,STL,Head-Linesman,7,69,5,40
Baltz,238,2008-09-21,DET,SF,Head-Linesman,9,61,3,30
Baltz,238,2008-09-28,ARI,NYJ,Head-Linesman,11,71,4,61
Baltz,238,2008-10-05,CIN,DAL,Head-Linesman,7,44,6,52
Baltz,238,2008-10-12,NE,SD,Head-Linesman,6,73,3,20
Baltz,238,2008-10-19,BAL,MIA,Head-Linesman,7,67,6,28
Baltz,238,2008-11-02,GB,TEN,Head-Linesman,4,41,2,15
Baltz,238,2008-11-06,DEN,CLE,Head-Linesman,3,30,3,20
Baltz,238,2008-11-16,DET,CAR,Head-Linesman,1,14,7,55
Baltz,238,2008-11-23,BUF,KC,Head-Linesman,6,45,9,75
Baltz,238,2008-11-30,CHI,MIN,Head-Linesman,5,50,4,30
Baltz,238,2008-12-07,ATL,NO,Head-Linesman,5,34,3,30
Baltz,238,2008-12-14,WAS,CIN,Head-Linesman,9,75,6,41
Baltz,238,2008-12-21,ARI,NE,Head-Linesman,3,20,7,65
Baltz,238,2008-12-28,MIA,NYJ,Head-Linesman,6,30,5,36
Baltz,238,2009-01-11,SD,None,Head-Linesman,8,104,7,44
Baltz,238,2009-09-10,TEN,PIT,Head-Linesman,5,28,6,60
Baltz,238,2009-09-20,SEA,SF,Head-Linesman,6,45,6,54
Baltz,238,2009-09-27,MIA,SD,Head-Linesman,7,39,3,20
Baltz,238,2009-10-04,NYJ,NO,Head-Linesman,3,21,7,70
Baltz,238,2009-10-18,HOU,CIN,Head-Linesman,7,60,4,45
Baltz,238,2009-10-26,PHI,WAS,Head-Linesman,12,66,6,60
Baltz,238,2009-11-08,KC,JAC,Head-Linesman,1,10,5,31
Baltz,238,2009-11-15,ATL,CAR,Head-Linesman,4,26,5,48
Baltz,238,2009-11-22,ARI,STL,Head-Linesman,6,40,7,50
Baltz,238,2009-11-26,GB,DET,Head-Linesman,7,57,3,28
Baltz,238,2009-12-06,DAL,NYG,Head-Linesman,5,30,2,10
Baltz,238,2009-12-13,DEN,IND,Head-Linesman,7,65,4,20
Baltz,238,2009-12-20,CHI,BAL,Head-Linesman,1,9,4,26
Baltz,238,2009-12-27,BUF,ATL,Head-Linesman,10,60,6,70
Baltz,238,2010-01-03,PIT,MIA,Head-Linesman,5,40,3,45
Baltz,238,2010-01-09,NYJ,None,Head-Linesman,9,76,6,55
Baltz,238,2010-09-12,OAK,TEN,Head-Linesman,10,77,8,81
Baltz,238,2010-09-19,NYG,IND,Head-Linesman,3,25,6,55
Baltz,238,2010-09-26,PIT,TB,Head-Linesman,2,20,4,45
Baltz,238,2010-10-03,NYJ,BUF,Head-Linesman,4,30,3,32
Baltz,238,2010-10-10,STL,DET,Head-Linesman,7,40,11,78
Baltz,238,2010-10-17,BAL,NE,Head-Linesman,8,67,9,78
Baltz,238,2010-10-31,TEN,SD,Head-Linesman,10,80,8,62
Baltz,238,2010-11-07,ARI,MIN,Head-Linesman,7,39,11,65
Baltz,238,2010-11-14,DAL,NYG,Head-Linesman,5,60,8,69
Baltz,238,2010-11-18,CHI,MIA,Head-Linesman,5,45,5,45
Baltz,238,2010-11-28,STL,DEN,Head-Linesman,4,30,6,60
Baltz,238,2010-12-05,SF,GB,Head-Linesman,6,32,5,40
Baltz,238,2010-12-13,BAL,HOU,Head-Linesman,3,15,8,51
Baltz,238,2010-12-23,CAR,PIT,Head-Linesman,6,62,4,40
Baltz,238,2011-01-02,OAK,KC,Head-Linesman,10,77,5,39
Baltz,238,2011-01-16,NYJ,None,Head-Linesman,3,35,6,44
Baltz,238,2011-09-12,NE,MIA,Head-Linesman,7,50,8,60
Baltz,238,2011-09-18,ARI,WAS,Head-Linesman,10,97,3,15
Baltz,238,2011-10-02,TEN,CLE,Head-Linesman,5,45,5,40
Baltz,238,2011-10-09,OAK,HOU,Head-Linesman,11,89,6,50
Baltz,238,2011-10-16,CAR,ATL,Head-Linesman,7,85,4,57
Baltz,238,2011-10-23,GB,MIN,Head-Linesman,6,44,9,91
Baltz,238,2011-11-06,NYG,NE,Head-Linesman,6,50,7,81
Baltz,238,2011-11-13,DET,CHI,Head-Linesman,4,53,4,37
Baltz,238,2011-11-20,ARI,SF,Head-Linesman,6,75,7,87
Baltz,238,2011-11-24,MIA,DAL,Head-Linesman,6,55,11,69
Baltz,238,2011-12-01,PHI,SEA,Head-Linesman,5,28,5,30
Baltz,238,2011-12-11,OAK,GB,Head-Linesman,11,89,5,35
Baltz,238,2011-12-18,TEN,IND,Head-Linesman,7,70,4,25
Baltz,238,2011-12-24,NYG,NYJ,Head-Linesman,5,45,10,95
Baltz,238,2012-01-01,KC,DEN,Head-Linesman,6,36,6,49
Baltz,238,2012-01-15,HOU,None,Head-Linesman,3,20,0,0
Baltz,238,2012-09-30,SEA,STL,Head-Linesman,5,55,6,37
Baltz,238,2012-10-07,SEA,CAR,Head-Linesman,7,65,3,25
Baltz,238,2012-10-14,DAL,BAL,Head-Linesman,13,82,10,76
Baltz,238,2012-10-21,TEN,BUF,Head-Linesman,3,25,8,65
Baltz,238,2012-10-28,NO,DEN,Head-Linesman,3,15,5,34
Baltz,238,2012-11-11,NYG,CIN,Head-Linesman,1,5,5,40
Baltz,238,2012-11-18,ARI,ATL,Head-Linesman,5,43,5,35
Baltz,238,2012-11-22,NE,NYJ,Head-Linesman,8,37,5,35
Baltz,238,2012-12-02,SEA,CHI,Head-Linesman,8,55,5,45
Baltz,238,2012-12-09,MIA,SF,Head-Linesman,5,43,6,45
Baltz,238,2012-12-16,TB,NO,Head-Linesman,7,84,6,55
Baltz,238,2012-12-23,CIN,PIT,Head-Linesman,7,55,5,63
Baltz,238,2012-12-30,GB,MIN,Head-Linesman,7,43,10,98
Baltz,238,2013-09-08,MIA,CLE,Head-Linesman,10,77,9,57
Baltz,238,2013-09-16,PIT,CIN,Head-Linesman,3,29,9,84
Baltz,238,2013-09-22,NYG,CAR,Head-Linesman,6,45,4,32
Baltz,238,2013-09-29,CHI,DET,Head-Linesman,4,30,3,25
Baltz,238,2013-10-06,HOU,SF,Head-Linesman,7,52,3,17
Baltz,238,2013-10-13,OAK,KC,Head-Linesman,11,68,4,20
Baltz,238,2013-10-27,ATL,ARI,Head-Linesman,10,55,8,52
Baltz,238,2013-11-03,TB,SEA,Head-Linesman,8,99,6,67
Baltz,238,2013-11-10,PHI,GB,Head-Linesman,5,65,5,31
Baltz,238,2013-11-14,IND,TEN,Head-Linesman,5,51,4,34
Baltz,238,2013-11-24,JAC,HOU,Head-Linesman,7,63,2,22
Baltz,238,2013-12-01,MIA,NYJ,Head-Linesman,3,28,4,25
Baltz,238,2013-12-15,NO,STL,Head-Linesman,8,77,4,30
Baltz,238,2013-12-22,CHI,PHI,Head-Linesman,2,10,2,15
Baltz,238,2013-12-29,CLE,PIT,Head-Linesman,3,30,2,15
Carey,238,1999-09-12,NYG,TB,Back-Judge,9,59,3,20
Carey,238,1999-09-19,CLE,TEN,Back-Judge,2,7,7,70
Carey,238,1999-09-26,CHI,OAK,Back-Judge,17,121,9,85
Carey,238,1999-10-03,KC,SD,Back-Judge,13,113,6,54
Carey,238,1999-10-10,PIT,BUF,Back-Judge,2,20,4,40
Carey,238,1999-10-17,MIA,NE,Back-Judge,13,99,6,45
Carey,238,1999-10-24,CIN,IND,Back-Judge,10,99,6,45
Carey,238,1999-11-07,TB,NO,Back-Judge,9,70,5,40
Carey,238,1999-11-14,DEN,SEA,Back-Judge,6,55,9,105
Carey,238,1999-11-21,CHI,SD,Back-Judge,8,56,5,40
Carey,238,1999-11-28,NE,BUF,Back-Judge,8,101,6,39
Carey,238,1999-12-05,TEN,BAL,Back-Judge,6,91,9,68
Carey,238,1999-12-12,MIA,NYJ,Back-Judge,6,43,2,20
Carey,238,1999-12-19,WAS,IND,Back-Judge,6,60,5,62
Carey,238,1999-12-24,DAL,NO,Back-Judge,11,86,6,32
Carey,238,2000-01-03,SF,ATL,Back-Judge,16,118,6,40
Carey,238,2000-01-15,WAS,None,Back-Judge,4,61,2,25
Carey,238,2000-09-03,CHI,MIN,Back-Judge,5,45,4,20
Carey,238,2000-09-10,CAR,SF,Back-Judge,6,50,9,67
Carey,238,2000-09-17,CIN,JAC,Back-Judge,6,44,7,76
Carey,238,2000-09-24,NE,MIA,Back-Judge,3,30,5,40
Carey,238,2000-10-02,SEA,KC,Back-Judge,7,45,12,77
Carey,238,2000-10-08,DEN,SD,Back-Judge,9,113,6,57
Carey,238,2000-10-22,CLE,PIT,Back-Judge,8,77,5,47
Carey,238,2000-10-29,STL,SF,Back-Judge,11,90,8,80
Carey,238,2000-11-12,CIN,DAL,Back-Judge,7,94,13,100
Carey,238,2000-11-26,BUF,TB,Back-Judge,8,70,7,71
Carey,238,2000-12-03,NYG,WAS,Back-Judge,3,20,4,35
Carey,238,2000-12-10,NYJ,OAK,Back-Judge,6,27,7,60
Carey,238,2000-12-17,ATL,NO,Back-Judge,5,33,7,50
Carey,238,2000-12-25,DAL,TEN,Back-Judge,7,51,7,51
Carey,238,2001-01-06,MIA,None,Back-Judge,8,55,6,40
Carey,238,2001-09-23,BAL,CIN,Back-Judge,7,45,8,46
Carey,238,2001-09-30,TB,MIN,Back-Judge,3,25,6,36
Carey,238,2001-10-15,WAS,DAL,Back-Judge,7,60,3,22
Carey,238,2001-10-21,PIT,TB,Back-Judge,1,5,1,10
Carey,238,2001-10-25,IND,KC,Back-Judge,7,54,2,10
Carey,238,2001-11-04,DET,SF,Back-Judge,8,62,6,83
Carey,238,2001-11-11,GB,CHI,Back-Judge,7,50,1,15
Carey,238,2001-11-18,TEN,CIN,Back-Judge,11,93,8,70
Carey,238,2001-12-02,BUF,SF,Back-Judge,7,47,1,10
Carey,238,2001-12-09,NYG,DAL,Back-Judge,2,15,6,45
Carey,238,2001-12-16,MIN,DET,Back-Judge,6,40,13,123
Carey,238,2001-12-23,CHI,WAS,Back-Judge,1,6,6,38
Carey,238,2001-12-30,BUF,NYJ,Back-Judge,9,53,3,25
Carey,238,2002-01-06,KC,SEA,Back-Judge,2,15,4,30
Carey,238,2002-09-09,PIT,NE,Back-Judge,13,112,7,88
Carey,238,2002-09-15,ARI,SEA,Back-Judge,7,42,7,35
Carey,238,2002-09-22,IND,HOU,Back-Judge,4,45,9,67
Carey,238,2002-10-06,STL,SF,Back-Judge,4,40,4,27
Carey,238,2002-10-13,MIA,DEN,Back-Judge,8,42,9,70
Carey,238,2002-10-20,SD,OAK,Back-Judge,10,97,5,50
Carey,238,2002-10-27,ATL,NO,Back-Judge,10,95,9,96
Carey,238,2002-11-10,NYG,MIN,Back-Judge,9,84,10,84
Carey,238,2002-11-17,PIT,TEN,Back-Judge,4,20,5,36
Carey,238,2002-11-24,DET,CHI,Back-Judge,7,50,6,64
Carey,238,2002-12-01,DEN,SD,Back-Judge,9,57,1,5
Carey,238,2002-12-08,ATL,TB,Back-Judge,4,45,5,38
Carey,238,2002-12-15,GB,SF,Back-Judge,4,20,3,18
Carey,238,2002-12-22,NYJ,NE,Back-Judge,7,60,4,30
Carey,238,2002-12-28,KC,OAK,Back-Judge,1,5,4,25
Carey,238,2003-01-04,IND,None,Back-Judge,2,10,3,30
Carey,238,2003-01-12,NYJ,None,Side-Judge,5,30,8,70
Carey,238,2003-01-26,OAK,None,Back-Judge,7,51,5,41
Carey,238,2003-09-07,NO,SEA,Back-Judge,11,114,3,20
Carey,238,2003-09-14,DEN,SD,Back-Judge,10,81,11,96
Carey,238,2003-09-21,CLE,SF,Back-Judge,7,60,8,88
Carey,238,2003-09-28,JAC,HOU,Back-Judge,9,48,4,43
Carey,238,2003-10-12,BAL,ARI,Back-Judge,6,55,5,35
Carey,238,2003-10-19,CHI,SEA,Back-Judge,6,64,5,45
Carey,238,2003-10-26,NYG,MIN,Back-Judge,10,75,9,52
Carey,238,2003-11-02,STL,SF,Back-Judge,7,50,7,39
Carey,238,2003-11-09,NYJ,OAK,Back-Judge,3,25,6,37
Carey,238,2003-11-16,ATL,NO,Back-Judge,5,44,7,46
Carey,238,2003-11-23,CIN,SD,Back-Judge,6,80,7,69
Carey,238,2003-11-30,TB,JAC,Back-Judge,7,80,5,48
Carey,238,2003-12-07,KC,DEN,Back-Judge,5,44,4,23
Carey,238,2003-12-22,GB,OAK,Back-Judge,10,70,3,25
Carey,238,2003-12-28,MIN,ARI,Back-Judge,7,71,1,5
Carey,238,2004-09-12,ATL,SF,Back-Judge,7,72,10,57
Carey,238,2004-09-19,NE,ARI,Back-Judge,12,79,6,43
Carey,238,2004-09-26,TB,OAK,Back-Judge,8,56,11,74
Carey,238,2004-10-10,JAC,SD,Back-Judge,5,33,4,44
Carey,238,2004-10-17,MIN,NO,Back-Judge,5,35,4,21
Carey,238,2004-10-24,ATL,KC,Back-Judge,3,41,5,45
Carey,238,2004-10-31,BAL,PHI,Back-Judge,6,91,8,72
Carey,238,2004-11-07,SEA,SF,Back-Judge,7,55,3,29
Carey,238,2004-11-14,DET,JAC,Back-Judge,8,45,10,99
Carey,238,2004-11-21,NYJ,CLE,Back-Judge,5,50,7,40
Carey,238,2004-11-29,STL,GB,Back-Judge,7,50,7,55
Carey,238,2004-12-05,MIN,CHI,Back-Judge,6,30,7,55
Carey,238,2004-12-12,NO,DAL,Back-Judge,9,136,11,76
Carey,238,2004-12-19,DEN,KC,Back-Judge,10,100,6,58
Carey,238,2004-12-26,ARI,SEA,Back-Judge,4,25,6,51
Carey,238,2005-01-02,JAC,OAK,Back-Judge,7,87,8,72
Carey,238,2005-01-15,NYJ,None,Back-Judge,4,35,6,45
Carey,238,2005-09-08,OAK,NE,Back-Judge,16,149,7,46
Carey,238,2005-09-18,DET,CHI,Back-Judge,3,30,6,40
Carey,238,2005-09-25,ARI,SEA,Back-Judge,12,71,3,25
Carey,238,2005-10-03,GB,CAR,Back-Judge,8,86,8,75
Carey,238,2005-10-09,NO,GB,Back-Judge,11,107,6,36
Carey,238,2005-10-16,WAS,KC,Back-Judge,5,54,4,24
Carey,238,2005-11-13,DEN,OAK,Back-Judge,4,30,9,58
Carey,238,2005-11-20,PHI,NYG,Back-Judge,7,105,6,58
Carey,238,2005-11-27,CLE,MIN,Back-Judge,6,30,7,49
Carey,238,2005-12-04,TEN,IND,Back-Judge,7,35,5,33
Carey,238,2005-12-11,MIA,SD,Back-Judge,3,12,7,49
Carey,238,2005-12-18,CAR,NO,Back-Judge,3,25,9,72
Carey,238,2005-12-24,JAC,HOU,Back-Judge,6,50,7,40
Carey,238,2006-01-01,STL,DAL,Back-Judge,7,40,10,78
Carey,238,2006-09-10,CHI,GB,Back-Judge,4,25,5,45
Carey,238,2006-09-17,WAS,DAL,Back-Judge,11,117,9,90
Carey,238,2006-09-24,CAR,TB,Back-Judge,7,40,6,56
Carey,238,2006-10-08,NYJ,JAC,Back-Judge,6,59,9,62
Carey,238,2006-10-15,SD,SF,Back-Judge,6,51,9,116
Carey,238,2006-10-22,DEN,CLE,Back-Judge,3,30,2,10
Carey,238,2006-10-29,PIT,OAK,Back-Judge,6,70,5,45
Carey,238,2006-11-12,BUF,IND,Back-Judge,5,40,6,54
Carey,238,2006-11-19,CIN,NO,Back-Judge,2,10,4,25
Carey,238,2006-11-27,GB,SEA,Back-Judge,10,61,3,25
Carey,238,2006-12-03,MIN,CHI,Back-Judge,12,69,9,65
Carey,238,2006-12-10,TEN,HOU,Back-Judge,8,66,7,64
Carey,238,2006-12-17,STL,OAK,Back-Judge,10,56,9,75
Carey,238,2006-12-24,CAR,ATL,Back-Judge,8,62,4,35
Carey,238,2006-12-31,JAC,KC,Back-Judge,5,35,5,32
Carey,238,2007-09-09,DET,OAK,Back-Judge,6,35,8,50
Carey,238,2007-09-16,ATL,JAC,Back-Judge,5,44,11,91
Carey,238,2007-09-30,DEN,IND,Back-Judge,4,32,2,10
Carey,238,2007-10-07,MIA,HOU,Back-Judge,6,50,6,67
Carey,238,2007-10-14,STL,BAL,Back-Judge,7,63,6,40
Carey,238,2007-10-21,NYJ,CIN,Back-Judge,5,62,9,70
Carey,238,2007-11-04,CAR,TEN,Back-Judge,10,92,10,89
Carey,238,2007-11-11,DEN,KC,Back-Judge,12,64,4,20
Carey,238,2007-11-18,NYG,DET,Back-Judge,6,47,7,40
Carey,238,2007-11-25,BAL,SD,Back-Judge,3,30,6,60
Carey,238,2007-12-02,BUF,WAS,Back-Judge,8,101,4,34
Carey,238,2007-12-09,ARI,SEA,Back-Judge,7,55,5,23
Carey,238,2007-12-16,IND,OAK,Back-Judge,3,30,6,47
Carey,238,2007-12-17,CHI,MIN,Back-Judge,11,95,4,30
Carey,238,2007-12-23,TB,SF,Back-Judge,8,56,8,72
Carey,238,2007-12-30,JAC,HOU,Back-Judge,8,45,3,20
Carey,238,2008-01-13,NYG,None,Back-Judge,3,28,11,84
Carey,238,2008-09-07,NYJ,MIA,Back-Judge,7,40,4,59
Carey,238,2008-09-14,TEN,CIN,Back-Judge,5,25,5,35
Carey,238,2008-09-21,DAL,GB,Back-Judge,7,54,8,68
Carey,238,2008-09-28,DEN,KC,Back-Judge,3,22,5,45
Carey,238,2008-10-05,NE,SF,Back-Judge,4,56,6,37
Carey,238,2008-10-12,PHI,SF,Back-Judge,2,10,10,58
Carey,238,2008-10-19,IND,GB,Back-Judge,12,110,9,70
Carey,238,2008-10-19,DET,HOU,Back-Judge,4,31,5,41
Carey,238,2008-10-26,CIN,HOU,Back-Judge,7,51,7,55
Carey,238,2008-10-26,NYG,PIT,Back-Judge,7,71,8,59
Carey,238,2008-10-27,IND,TEN,Back-Judge,5,35,4,40
Carey,238,2008-11-02,PHI,SEA,Back-Judge,1,15,4,20
Carey,238,2008-11-09,CAR,OAK,Back-Judge,4,40,10,83
Carey,238,2008-11-16,MIN,TB,Back-Judge,5,28,5,54
Carey,238,2008-11-23,SF,DAL,Back-Judge,2,10,8,65
Carey,238,2008-11-30,ATL,SD,Back-Judge,2,20,9,84
Carey,238,2008-12-11,NO,CHI,Back-Judge,5,97,4,24
Carey,238,2008-12-21,CIN,CLE,Back-Judge,2,20,9,65
Carey,238,2008-12-28,SEA,ARI,Back-Judge,11,82,10,100
Carey,238,2009-01-11,PHI,None,Back-Judge,8,61,6,49
Carey,238,2009-09-13,SF,ARI,Referee,4,31,12,82
Carey,238,2009-09-20,CAR,ATL,Referee,6,35,6,40
Carey,238,2009-09-27,CHI,SEA,Referee,6,60,4,45
Carey,238,2009-10-04,OAK,HOU,Referee,9,60,1,5
Carey,238,2009-10-11,MIN,STL,Referee,5,44,7,82
Carey,238,2009-10-25,GB,CLE,Referee,8,70,5,40
Carey,238,2009-11-01,MIA,NYJ,Referee,4,25,6,40
Carey,238,2009-11-09,PIT,DEN,Referee,4,28,3,25
Carey,238,2009-11-15,KC,OAK,Side-Judge,5,35,10,88
Carey,238,2009-11-22,CIN,OAK,Referee,8,59,3,13
Carey,238,2009-11-29,KC,SD,Referee,5,25,8,55
Carey,238,2009-12-06,TB,CAR,Referee,5,50,5,37
Carey,238,2009-12-13,DET,BAL,Referee,4,40,5,50
Carey,238,2009-12-20,SF,PHI,Referee,8,55,4,69
Carey,238,2009-12-27,JAC,NE,Referee,1,5,2,10
Carey,238,2010-01-03,IND,BUF,Referee,3,15,4,40
Carey,238,2010-09-12,IND,HOU,Back-Judge,5,73,7,50
Carey,238,2010-09-13,SD,KC,Side-Judge,5,30,3,35
Carey,238,2010-09-19,NE,NYJ,Back-Judge,6,79,6,58
Carey,238,2010-09-26,DET,MIN,Back-Judge,8,67,12,100
Carey,238,2010-10-03,BAL,PIT,Back-Judge,7,52,11,88
Carey,238,2010-10-17,MIA,GB,Back-Judge,4,30,7,45
Carey,238,2010-10-24,PHI,TEN,Back-Judge,10,100,6,37
Carey,238,2010-10-31,SEA,OAK,Back-Judge,7,55,11,105
Carey,238,2010-11-07,NO,CAR,Back-Judge,7,64,10,65
Carey,238,2010-11-14,STL,SF,Back-Judge,12,135,14,105
Carey,238,2010-11-21,BUF,CIN,Back-Judge,10,58,7,57
Carey,238,2010-11-28,MIN,WAS,Back-Judge,3,15,6,35
Carey,238,2010-12-05,CAR,SEA,Back-Judge,8,53,4,20
Carey,238,2010-12-09,IND,TEN,Back-Judge,7,60,5,29
Carey,238,2010-12-19,GB,NE,Back-Judge,2,15,7,52
Carey,238,2010-12-27,NO,ATL,Back-Judge,8,92,1,10
Carey,238,2011-01-15,BAL,None,Back-Judge,6,74,9,93
Carey,238,2011-09-11,ATL,CHI,Back-Judge,9,65,8,56
Carey,238,2011-09-18,CIN,DEN,Back-Judge,7,69,7,55
Carey,238,2011-09-26,WAS,DAL,Back-Judge,4,35,6,55
Carey,238,2011-10-02,NO,JAC,Back-Judge,6,50,2,15
Carey,238,2011-10-09,SEA,NYG,Back-Judge,10,70,7,52
Carey,238,2011-10-16,STL,GB,Back-Judge,7,45,3,16
Carey,238,2011-10-30,MIN,CAR,Back-Judge,4,43,6,60
Carey,238,2011-11-06,NYJ,BUF,Back-Judge,9,60,6,84
Carey,238,2011-11-10,OAK,SD,Back-Judge,7,45,6,31
Carey,238,2011-11-20,DAL,WAS,Back-Judge,9,48,6,59
Carey,238,2011-11-27,PIT,KC,Back-Judge,6,50,4,20
Carey,238,2011-12-04,BAL,CLE,Back-Judge,4,18,3,37
Carey,238,2011-12-11,HOU,CIN,Back-Judge,5,50,3,27
Carey,238,2011-12-24,JAC,TEN,Back-Judge,6,28,0,0
Carey,238,2012-01-01,CAR,NO,Back-Judge,1,5,6,60
Carey,238,2012-09-30,CIN,JAC,Back-Judge,6,50,3,37
Carey,238,2012-10-11,PIT,TEN,Back-Judge,4,50,5,45
Carey,238,2012-10-21,WAS,NYG,Back-Judge,7,55,3,30
Carey,238,2012-10-28,CAR,CHI,Back-Judge,3,21,5,40
Carey,238,2012-11-11,NYJ,SEA,Back-Judge,6,35,7,45
Carey,238,2012-11-18,CLE,DAL,Back-Judge,12,129,9,92
Carey,238,2012-11-25,BUF,IND,Back-Judge,4,46,6,37
Carey,238,2012-12-02,MIN,GB,Back-Judge,5,48,10,78
Carey,238,2012-12-09,ATL,CAR,Back-Judge,3,15,3,10
Carey,238,2012-12-16,SF,NE,Back-Judge,6,88,8,73
Carey,238,2012-12-23,WAS,PHI,Back-Judge,3,24,4,25
Carey,238,2012-12-30,KC,DEN,Back-Judge,5,32,5,30
Carey,238,2013-09-08,TB,NYJ,Back-Judge,13,102,6,45
Carey,238,2013-09-15,MIN,CHI,Back-Judge,3,25,4,35
Carey,238,2013-09-22,DET,WAS,Back-Judge,8,71,6,45
Carey,238,2013-09-29,DAL,SD,Back-Judge,5,33,7,85
Carey,238,2013-10-06,HOU,SF,Back-Judge,7,52,3,17
Carey,238,2013-10-13,CIN,BUF,Back-Judge,8,78,4,27
Carey,238,2013-10-20,HOU,KC,Back-Judge,4,40,5,24
Carey,238,2013-10-27,SF,JAC,Back-Judge,4,35,6,76
Carey,238,2013-11-03,PHI,OAK,Back-Judge,7,52,8,70
Carey,238,2013-11-07,WAS,MIN,Back-Judge,8,63,1,7
Carey,238,2013-11-17,ATL,TB,Back-Judge,7,45,11,121
Carey,238,2013-12-02,NO,SEA,Back-Judge,7,52,8,66
Carey,238,2013-12-08,DET,PHI,Back-Judge,9,48,1,5
Carey,238,2013-12-15,CIN,PIT,Back-Judge,6,50,4,25
Carey,238,2013-12-22,DEN,HOU,Back-Judge,8,67,4,57
Carey,238,2013-12-29,BUF,NE,Back-Judge,6,54,4,31
Steenson,238,1999-09-12,DET,SEA,Field-Judge,11,123,5,34
Steenson,238,1999-09-19,IND,NE,Field-Judge,7,59,15,135
