Team,Penalty,NDate,Opponent,Player,Position,Week,Year,PenaltyIndex,HTeam,VTeam,key,Date,Exp,HPen,HPenYd,LastName,RefPosition,VPen,VPenYd
KC,Defensive Holding,11/12/2012,PIT,A.Elam,FS,10.0,2012.0,KC-2012-58,PIT,KC,11-12-2012-PIT,2012-11-12,247.0,2.0,19.0,Cheffers,Referee,6.0,76.0
KC,Offensive Pass Interference,11/12/2012,PIT,T.Moeaki,TE,10.0,2012.0,KC-2012-59,PIT,KC,11-12-2012-PIT,2012-11-12,247.0,2.0,19.0,Cheffers,Referee,6.0,76.0
KC,Player Out of Bounds on Punt,11/18/2012,CIN,N.Thorpe,DB,11.0,2012.0,KC-2012-60,CIN,KC,11-18-2012-CIN,,,,,,,,
KC,Unnecessary Roughness,11/18/2012,CIN,A.Elam,FS,11.0,2012.0,KC-2012-61,CIN,KC,11-18-2012-CIN,,,,,,,,
KC,Player Out of Bounds on Punt,11/18/2012,CIN,D.McCluster,RB,11.0,2012.0,KC-2012-62,CIN,KC,11-18-2012-CIN,,,,,,,,
KC,Defensive Pass Interference,11/18/2012,CIN,J.Brown,DB,11.0,2012.0,KC-2012-63,CIN,KC,11-18-2012-CIN,,,,,,,,
KC,False Start,11/18/2012,CIN,R.Hochstein,C,11.0,2012.0,KC-2012-64,CIN,KC,11-18-2012-CIN,,,,,,,,
KC,False Start,11/25/2012,DEN,E.Winston,T,12.0,2012.0,KC-2012-65,DEN,KC,11-25-2012-DEN,,,,,,,,
KC,False Start,11/25/2012,DEN,S.Maneri,TE,12.0,2012.0,KC-2012-66,DEN,KC,11-25-2012-DEN,,,,,,,,
KC,Offensive Holding,11/25/2012,DEN,J.Allen,T,12.0,2012.0,KC-2012-67,DEN,KC,11-25-2012-DEN,,,,,,,,
KC,Illegal Use of Hands,11/25/2012,DEN,T.Jackson,DE,12.0,2012.0,KC-2012-68,DEN,KC,11-25-2012-DEN,,,,,,,,
KC,Clipping,11/25/2012,DEN,D.Stephenson,T,12.0,2012.0,KC-2012-69,DEN,KC,11-25-2012-DEN,,,,,,,,
KC,False Start,11/25/2012,DEN,J.Charles,RB,12.0,2012.0,KC-2012-70,DEN,KC,11-25-2012-DEN,,,,,,,,
KC,Offensive Holding,11/25/2012,DEN,J.Asamoah,G,12.0,2012.0,KC-2012-71,DEN,KC,11-25-2012-DEN,,,,,,,,
KC,False Start,11/25/2012,DEN,J.Asamoah,G,12.0,2012.0,KC-2012-72,DEN,KC,11-25-2012-DEN,,,,,,,,
KC,Offensive Holding,11/25/2012,DEN,D.Stephenson,T,12.0,2012.0,KC-2012-73,DEN,KC,11-25-2012-DEN,,,,,,,,
KC,Delay of Game,12/02/2012,CAR,B.Quinn,QB,13.0,2012.0,KC-2012-74,CAR,KC,12-02-2012-CAR,,,,,,,,
KC,False Start,12/09/2012,CLE,R.Hochstein,C,14.0,2012.0,KC-2012-75,CLE,KC,12-09-2012-CLE,2012-12-09,269.0,7.0,55.0,Anderson,Referee,5.0,35.0
KC,False Start,12/09/2012,CLE,B.Albert,T,14.0,2012.0,KC-2012-76,CLE,KC,12-09-2012-CLE,2012-12-09,269.0,7.0,55.0,Anderson,Referee,5.0,35.0
KC,Horse Collar Tackle,12/09/2012,CLE,B.Flowers,CB,14.0,2012.0,KC-2012-77,CLE,KC,12-09-2012-CLE,2012-12-09,269.0,7.0,55.0,Anderson,Referee,5.0,35.0
KC,Face Mask (15 Yards),12/16/2012,OAK,J.Allen,T,15.0,2012.0,KC-2012-78,OAK,KC,12-16-2012-OAK,2012-12-16,262.0,5.0,62.0,Corrente,Referee,7.0,60.0
KC,Horse Collar Tackle,12/16/2012,OAK,J.Brown,DB,15.0,2012.0,KC-2012-79,OAK,KC,12-16-2012-OAK,2012-12-16,262.0,5.0,62.0,Corrente,Referee,7.0,60.0
KC,Offensive Holding,12/16/2012,OAK,E.Jones,DE,15.0,2012.0,KC-2012-80,OAK,KC,12-16-2012-OAK,2012-12-16,262.0,5.0,62.0,Corrente,Referee,7.0,60.0
KC,Offensive Holding,12/16/2012,OAK,J.Asamoah,G,15.0,2012.0,KC-2012-81,OAK,KC,12-16-2012-OAK,2012-12-16,262.0,5.0,62.0,Corrente,Referee,7.0,60.0
KC,Illegal Touch Kick,12/16/2012,OAK,J.Bellamy,WR,15.0,2012.0,KC-2012-82,OAK,KC,12-16-2012-OAK,2012-12-16,262.0,5.0,62.0,Corrente,Referee,7.0,60.0
KC,Delay of Game,12/16/2012,OAK,B.Quinn,QB,15.0,2012.0,KC-2012-83,OAK,KC,12-16-2012-OAK,2012-12-16,262.0,5.0,62.0,Corrente,Referee,7.0,60.0
KC,Defensive Holding,12/16/2012,OAK,J.Brown,DB,15.0,2012.0,KC-2012-84,OAK,KC,12-16-2012-OAK,2012-12-16,262.0,5.0,62.0,Corrente,Referee,7.0,60.0
KC,Offensive Pass Interference,12/16/2012,OAK,T.Moeaki,TE,15.0,2012.0,KC-2012-85,OAK,KC,12-16-2012-OAK,2012-12-16,262.0,5.0,62.0,Corrente,Referee,7.0,60.0
KC,False Start,12/23/2012,IND,D.Stephenson,T,16.0,2012.0,KC-2012-86,IND,KC,12-23-2012-IND,,,,,,,,
KC,Offensive Holding,12/23/2012,IND,J.Allen,T,16.0,2012.0,KC-2012-87,IND,KC,12-23-2012-IND,,,,,,,,
KC,Illegal Use of Hands,12/23/2012,IND,D.Stephenson,T,16.0,2012.0,KC-2012-88,IND,KC,12-23-2012-IND,,,,,,,,
KC,Offensive Holding,12/23/2012,IND,D.Stephenson,T,16.0,2012.0,KC-2012-89,IND,KC,12-23-2012-IND,,,,,,,,
KC,Roughing the Passer,12/23/2012,IND,D.Johnson,ILB,16.0,2012.0,KC-2012-90,IND,KC,12-23-2012-IND,,,,,,,,
KC,Offensive Holding,12/23/2012,IND,A.Studebaker,LB,16.0,2012.0,KC-2012-91,IND,KC,12-23-2012-IND,,,,,,,,
KC,False Start,12/23/2012,IND,J.Allen,T,16.0,2012.0,KC-2012-92,IND,KC,12-23-2012-IND,,,,,,,,
KC,False Start,12/23/2012,IND,E.Winston,T,16.0,2012.0,KC-2012-93,IND,KC,12-23-2012-IND,,,,,,,,
KC,Defensive Offside,12/23/2012,IND,R.Pitoitua,DE,16.0,2012.0,KC-2012-94,IND,KC,12-23-2012-IND,,,,,,,,
KC,Offensive Holding,12/30/2012,DEN,N.Thorpe,DB,17.0,2012.0,KC-2012-95,DEN,KC,12-30-2012-DEN,2012-12-30,273.0,5.0,30.0,Hochuli,Referee,5.0,32.0
KC,Defensive Pass Interference,12/30/2012,DEN,T.Hartman,FS,17.0,2012.0,KC-2012-96,DEN,KC,12-30-2012-DEN,2012-12-30,273.0,5.0,30.0,Hochuli,Referee,5.0,32.0
KC,Encroachment,12/30/2012,DEN,J.Powe,NT,17.0,2012.0,KC-2012-97,DEN,KC,12-30-2012-DEN,2012-12-30,273.0,5.0,30.0,Hochuli,Referee,5.0,32.0
OAK,Unnecessary Roughness,09/10/2012,SD,K.Clayton,LB,1.0,2012.0,OAK-2012-0,SD,OAK,09-10-2012-SD,,,,,,,,
OAK,Encroachment,09/10/2012,SD,T.Kelly,DE,1.0,2012.0,OAK-2012-1,SD,OAK,09-10-2012-SD,,,,,,,,
OAK,Defensive Holding,09/10/2012,SD,T.Branch,DB,1.0,2012.0,OAK-2012-2,SD,OAK,09-10-2012-SD,,,,,,,,
OAK,Defensive Offside,09/10/2012,SD,T.Kelly,DE,1.0,2012.0,OAK-2012-3,SD,OAK,09-10-2012-SD,,,,,,,,
OAK,Delay of Game,09/10/2012,SD,C.Palmer,QB,1.0,2012.0,OAK-2012-4,SD,OAK,09-10-2012-SD,,,,,,,,
OAK,Offensive Holding,09/16/2012,MIA,S.Wisniewski,C,2.0,2012.0,OAK-2012-5,MIA,OAK,09-16-2012-MIA,2012-09-16,3.0,3.0,21.0,Shepherd,Referee,5.0,42.0
OAK,Defensive Offside,09/16/2012,MIA,M.Shaughnessy,OLB,2.0,2012.0,OAK-2012-6,MIA,OAK,09-16-2012-MIA,2012-09-16,3.0,3.0,21.0,Shepherd,Referee,5.0,42.0
OAK,Offensive Holding,09/16/2012,MIA,B.Myers,TE,2.0,2012.0,OAK-2012-7,MIA,OAK,09-16-2012-MIA,2012-09-16,3.0,3.0,21.0,Shepherd,Referee,5.0,42.0
OAK,Illegal Block Above the Waist,09/16/2012,MIA,M.Reece,FB,2.0,2012.0,OAK-2012-8,MIA,OAK,09-16-2012-MIA,2012-09-16,3.0,3.0,21.0,Shepherd,Referee,5.0,42.0
OAK,Offensive Holding,09/16/2012,MIA,P.Adams,DB,2.0,2012.0,OAK-2012-9,MIA,OAK,09-16-2012-MIA,2012-09-16,3.0,3.0,21.0,Shepherd,Referee,5.0,42.0
OAK,Defensive Pass Interference,09/16/2012,MIA,S.Spencer,CB,2.0,2012.0,OAK-2012-10,MIA,OAK,09-16-2012-MIA,2012-09-16,3.0,3.0,21.0,Shepherd,Referee,5.0,42.0
OAK,Offensive Holding,09/16/2012,MIA,K.Barnes,T,2.0,2012.0,OAK-2012-11,MIA,OAK,09-16-2012-MIA,2012-09-16,3.0,3.0,21.0,Shepherd,Referee,5.0,42.0
OAK,Unnecessary Roughness,09/23/2012,PIT,T.Kelly,DE,3.0,2012.0,OAK-2012-12,PIT,OAK,09-23-2012-PIT,,,,,,,,
OAK,False Start,09/23/2012,PIT,M.Reece,FB,3.0,2012.0,OAK-2012-13,PIT,OAK,09-23-2012-PIT,,,,,,,,
OAK,False Start,09/23/2012,PIT,M.Brisiel,G,3.0,2012.0,OAK-2012-14,PIT,OAK,09-23-2012-PIT,,,,,,,,
OAK,Offensive Holding,09/30/2012,DEN,C.Carlisle,G,4.0,2012.0,OAK-2012-15,DEN,OAK,09-30-2012-DEN,2012-09-30,268.0,4.0,30.0,Morelli,Referee,5.0,41.0
OAK,Face Mask (15 Yards),09/30/2012,DEN,T.Jones,RB,4.0,2012.0,OAK-2012-16,DEN,OAK,09-30-2012-DEN,2012-09-30,268.0,4.0,30.0,Morelli,Referee,5.0,41.0
OAK,Delay of Game,09/30/2012,DEN,C.Palmer,QB,4.0,2012.0,OAK-2012-17,DEN,OAK,09-30-2012-DEN,2012-09-30,268.0,4.0,30.0,Morelli,Referee,5.0,41.0
OAK,Defensive Offside,09/30/2012,DEN,R.Seymour,DT,4.0,2012.0,OAK-2012-18,DEN,OAK,09-30-2012-DEN,2012-09-30,268.0,4.0,30.0,Morelli,Referee,5.0,41.0
OAK,False Start,09/30/2012,DEN,M.Brisiel,G,4.0,2012.0,OAK-2012-19,DEN,OAK,09-30-2012-DEN,2012-09-30,268.0,4.0,30.0,Morelli,Referee,5.0,41.0
OAK,Offensive Holding,10/14/2012,ATL,M.Reece,FB,6.0,2012.0,OAK-2012-20,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Roughing the Passer,10/14/2012,ATL,M.Shaughnessy,OLB,6.0,2012.0,OAK-2012-21,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Offensive Pass Interference,10/14/2012,ATL,B.Myers,TE,6.0,2012.0,OAK-2012-22,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Offensive Holding,10/14/2012,ATL,W.Smith,T,6.0,2012.0,OAK-2012-23,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Defensive Holding,10/14/2012,ATL,P.Wheeler,LB,6.0,2012.0,OAK-2012-24,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Offensive Holding,10/14/2012,ATL,C.Francies,DB,6.0,2012.0,OAK-2012-25,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,False Start,10/14/2012,ATL,J.Veldheer,T,6.0,2012.0,OAK-2012-26,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Offensive Holding,10/14/2012,ATL,T.Goethel,LB,6.0,2012.0,OAK-2012-27,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Neutral Zone Infraction,10/14/2012,ATL,D.Tollefson,DE,6.0,2012.0,OAK-2012-28,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Offensive Holding,10/14/2012,ATL,W.Smith,T,6.0,2012.0,OAK-2012-29,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Offensive Holding,10/14/2012,ATL,W.Smith,T,6.0,2012.0,OAK-2012-30,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Unnecessary Roughness,10/14/2012,ATL,B.Ross,SS,6.0,2012.0,OAK-2012-31,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,Offensive Holding,10/14/2012,ATL,J.Veldheer,T,6.0,2012.0,OAK-2012-32,ATL,OAK,10-14-2012-ATL,2012-10-14,273.0,2.0,25.0,McAulay,Referee,12.0,110.0
OAK,False Start,10/21/2012,JAC,J.Condo,LS,7.0,2012.0,OAK-2012-33,JAC,OAK,10-21-2012-JAC,,,,,,,,
OAK,Defensive Offside,10/21/2012,JAC,C.Bilukidi,DE,7.0,2012.0,OAK-2012-34,JAC,OAK,10-21-2012-JAC,,,,,,,,
OAK,Encroachment,10/21/2012,JAC,M.Shaughnessy,OLB,7.0,2012.0,OAK-2012-35,JAC,OAK,10-21-2012-JAC,,,,,,,,
OAK,Neutral Zone Infraction,10/21/2012,JAC,T.Kelly,DE,7.0,2012.0,OAK-2012-36,JAC,OAK,10-21-2012-JAC,,,,,,,,
OAK,Offensive Holding,10/21/2012,JAC,M.Mitchell,FS,7.0,2012.0,OAK-2012-37,JAC,OAK,10-21-2012-JAC,,,,,,,,
OAK,Offensive Holding,10/21/2012,JAC,C.Francies,DB,7.0,2012.0,OAK-2012-38,JAC,OAK,10-21-2012-JAC,,,,,,,,
OAK,Delay of Game,10/21/2012,JAC,C.Palmer,QB,7.0,2012.0,OAK-2012-39,JAC,OAK,10-21-2012-JAC,,,,,,,,
OAK,Offensive Pass Interference,10/21/2012,JAC,O.Schmitt,FB,7.0,2012.0,OAK-2012-40,JAC,OAK,10-21-2012-JAC,,,,,,,,
OAK,False Start,10/21/2012,JAC,M.Brisiel,G,7.0,2012.0,OAK-2012-41,JAC,OAK,10-21-2012-JAC,,,,,,,,
OAK,Illegal Block Above the Waist,10/28/2012,KC,J.Veldheer,T,8.0,2012.0,OAK-2012-42,KC,OAK,10-28-2012-KC,2012-10-28,154.0,5.0,40.0,Vinovich,Referee,2.0,20.0
OAK,Roughing the Passer,10/28/2012,KC,R.Seymour,DT,8.0,2012.0,OAK-2012-43,KC,OAK,10-28-2012-KC,2012-10-28,154.0,5.0,40.0,Vinovich,Referee,2.0,20.0
OAK,Illegal Bat,10/28/2012,KC,T.Branch,DB,8.0,2012.0,OAK-2012-44,KC,OAK,10-28-2012-KC,2012-10-28,154.0,5.0,40.0,Vinovich,Referee,2.0,20.0
OAK,False Start,11/04/2012,TB,R.Gordon,TE,9.0,2012.0,OAK-2012-45,TB,OAK,11-04-2012-TB,,,,,,,,
OAK,Roughing the Passer,11/04/2012,TB,T.Kelly,DE,9.0,2012.0,OAK-2012-46,TB,OAK,11-04-2012-TB,,,,,,,,
OAK,Horse Collar Tackle,11/04/2012,TB,T.Branch,DB,9.0,2012.0,OAK-2012-47,TB,OAK,11-04-2012-TB,,,,,,,,
OAK,Offensive Holding,11/04/2012,TB,W.Smith,T,9.0,2012.0,OAK-2012-48,TB,OAK,11-04-2012-TB,,,,,,,,
OAK,Neutral Zone Infraction,11/04/2012,TB,L.Houston,LB,9.0,2012.0,OAK-2012-49,TB,OAK,11-04-2012-TB,,,,,,,,
OAK,False Start,11/04/2012,TB,J.Veldheer,T,9.0,2012.0,OAK-2012-50,TB,OAK,11-04-2012-TB,,,,,,,,
OAK,Offensive Holding,11/04/2012,TB,M.Brisiel,G,9.0,2012.0,OAK-2012-51,TB,OAK,11-04-2012-TB,,,,,,,,
OAK,Defensive Offside,11/04/2012,TB,R.Seymour,DT,9.0,2012.0,OAK-2012-52,TB,OAK,11-04-2012-TB,,,,,,,,
OAK,Offensive Holding,11/04/2012,TB,J.Veldheer,T,9.0,2012.0,OAK-2012-53,TB,OAK,11-04-2012-TB,,,,,,,,
OAK,Personal Foul,11/11/2012,BAL,A.Curry,LB,10.0,2012.0,OAK-2012-54,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Offensive Holding,11/11/2012,BAL,S.Wisniewski,C,10.0,2012.0,OAK-2012-55,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Offensive Holding,11/11/2012,BAL,M.Brisiel,G,10.0,2012.0,OAK-2012-56,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,False Start,11/11/2012,BAL,M.Brisiel,G,10.0,2012.0,OAK-2012-57,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Offensive Pass Interference,11/11/2012,BAL,B.Myers,TE,10.0,2012.0,OAK-2012-58,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Offensive Holding,11/11/2012,BAL,M.Brisiel,G,10.0,2012.0,OAK-2012-59,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Personal Foul,11/11/2012,BAL,P.Wheeler,LB,10.0,2012.0,OAK-2012-60,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Face Mask (15 Yards),11/11/2012,BAL,P.Wheeler,LB,10.0,2012.0,OAK-2012-61,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Personal Foul,11/11/2012,BAL,A.Curry,LB,10.0,2012.0,OAK-2012-62,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Neutral Zone Infraction,11/11/2012,BAL,L.Houston,LB,10.0,2012.0,OAK-2012-63,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Illegal Block Above the Waist,11/11/2012,BAL,K.Clayton,LB,10.0,2012.0,OAK-2012-64,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Delay of Game,11/11/2012,BAL,M.Leinart,QB,10.0,2012.0,OAK-2012-65,BAL,OAK,11-11-2012-BAL,2012-11-11,229.0,4.0,41.0,Winter,Referee,10.0,105.0
OAK,Illegal Block Above the Waist,11/18/2012,NO,D.Hagan,WR,11.0,2012.0,OAK-2012-66,NO,OAK,11-18-2012-NO,,,,,,,,
OAK,Offensive Holding,11/18/2012,NO,T.Bergstrom,G,11.0,2012.0,OAK-2012-67,NO,OAK,11-18-2012-NO,,,,,,,,
OAK,Offensive Pass Interference,11/18/2012,NO,R.Streater,WR,11.0,2012.0,OAK-2012-68,NO,OAK,11-18-2012-NO,,,,,,,,
OAK,Offensive Holding,11/18/2012,NO,C.Francies,DB,11.0,2012.0,OAK-2012-69,NO,OAK,11-18-2012-NO,,,,,,,,
OAK,False Start,11/25/2012,CIN,K.Barnes,T,12.0,2012.0,OAK-2012-70,CIN,OAK,11-25-2012-CIN,2012-11-25,137.0,3.0,25.0,Riveron,Referee,3.0,25.0
OAK,Clipping,11/25/2012,CIN,M.Brisiel,G,12.0,2012.0,OAK-2012-71,CIN,OAK,11-25-2012-CIN,2012-11-25,137.0,3.0,25.0,Riveron,Referee,3.0,25.0
OAK,Face Mask (15 Yards),12/02/2012,CLE,C.Francies,DB,13.0,2012.0,OAK-2012-72,CLE,OAK,12-02-2012-CLE,,,,,,,,
OAK,Neutral Zone Infraction,12/02/2012,CLE,D.Bryant,DE,13.0,2012.0,OAK-2012-73,CLE,OAK,12-02-2012-CLE,,,,,,,,
OAK,False Start,12/02/2012,CLE,K.Barnes,T,13.0,2012.0,OAK-2012-74,CLE,OAK,12-02-2012-CLE,,,,,,,,
OAK,Unnecessary Roughness,12/02/2012,CLE,R.Gordon,TE,13.0,2012.0,OAK-2012-75,CLE,OAK,12-02-2012-CLE,,,,,,,,
OAK,Encroachment,12/02/2012,CLE,T.Kelly,DE,13.0,2012.0,OAK-2012-76,CLE,OAK,12-02-2012-CLE,,,,,,,,
OAK,Neutral Zone Infraction,12/02/2012,CLE,D.Bryant,DE,13.0,2012.0,OAK-2012-77,CLE,OAK,12-02-2012-CLE,,,,,,,,
OAK,Illegal Formation,12/02/2012,CLE,R.Streater,WR,13.0,2012.0,OAK-2012-78,CLE,OAK,12-02-2012-CLE,,,,,,,,
OAK,Delay of Game,12/02/2012,CLE,C.Palmer,QB,13.0,2012.0,OAK-2012-79,CLE,OAK,12-02-2012-CLE,,,,,,,,
OAK,Kickoff Out of Bounds,12/02/2012,CLE,S.Janikowski,K,13.0,2012.0,OAK-2012-80,CLE,OAK,12-02-2012-CLE,,,,,,,,
OAK,Defensive Holding,12/06/2012,DEN,P.Wheeler,LB,14.0,2012.0,OAK-2012-81,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,Defensive Offside,12/06/2012,DEN,T.Kelly,DE,14.0,2012.0,OAK-2012-82,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,Offensive Holding,12/06/2012,DEN,M.Brisiel,G,14.0,2012.0,OAK-2012-83,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,Illegal Use of Hands,12/06/2012,DEN,P.Adams,DB,14.0,2012.0,OAK-2012-84,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,False Start,12/06/2012,DEN,K.Barnes,T,14.0,2012.0,OAK-2012-85,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,Defensive Pass Interference,12/06/2012,DEN,R.Bartell,CB,14.0,2012.0,OAK-2012-86,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,Defensive Pass Interference,12/06/2012,DEN,M.Giordano,FS,14.0,2012.0,OAK-2012-87,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,False Start,12/06/2012,DEN,M.Reece,FB,14.0,2012.0,OAK-2012-88,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,Offensive Holding,12/06/2012,DEN,K.Barnes,T,14.0,2012.0,OAK-2012-89,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,Offensive Holding,12/06/2012,DEN,C.Carlisle,G,14.0,2012.0,OAK-2012-90,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,Offensive Holding,12/06/2012,DEN,K.Barnes,T,14.0,2012.0,OAK-2012-91,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,Illegal Contact,12/06/2012,DEN,T.Branch,DB,14.0,2012.0,OAK-2012-92,DEN,OAK,12-06-2012-DEN,,,,,,,,
OAK,False Start,12/16/2012,KC,M.Brisiel,G,15.0,2012.0,OAK-2012-93,KC,OAK,12-16-2012-KC,,,,,,,,
OAK,Offensive Holding,12/16/2012,KC,T.Bergstrom,G,15.0,2012.0,OAK-2012-94,KC,OAK,12-16-2012-KC,,,,,,,,
OAK,Illegal Touch Pass,12/16/2012,KC,D.Heyward-Bey,WR,15.0,2012.0,OAK-2012-95,KC,OAK,12-16-2012-KC,,,,,,,,
OAK,Unnecessary Roughness,12/16/2012,KC,T.Branch,DB,15.0,2012.0,OAK-2012-96,KC,OAK,12-16-2012-KC,,,,,,,,
OAK,Defensive Pass Interference,12/16/2012,KC,C.Francies,DB,15.0,2012.0,OAK-2012-97,KC,OAK,12-16-2012-KC,,,,,,,,
OAK,False Start,12/16/2012,KC,S.Wisniewski,C,15.0,2012.0,OAK-2012-98,KC,OAK,12-16-2012-KC,,,,,,,,
OAK,Unnecessary Roughness,12/23/2012,CAR,T.Kelly,DE,16.0,2012.0,OAK-2012-99,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,Defensive Holding,12/23/2012,CAR,M.Mitchell,FS,16.0,2012.0,OAK-2012-100,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,Unnecessary Roughness,12/23/2012,CAR,M.Burris,MLB,16.0,2012.0,OAK-2012-101,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,Defensive Holding,12/23/2012,CAR,P.Wheeler,LB,16.0,2012.0,OAK-2012-102,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,Illegal Shift,12/23/2012,CAR,J.Olawale,RB,16.0,2012.0,OAK-2012-103,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,Offensive Holding,12/23/2012,CAR,J.Veldheer,T,16.0,2012.0,OAK-2012-104,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,Roughing the Passer,12/23/2012,CAR,D.Bryant,DE,16.0,2012.0,OAK-2012-105,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,False Start,12/23/2012,CAR,C.Carlisle,G,16.0,2012.0,OAK-2012-106,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,Offensive Holding,12/23/2012,CAR,S.Wisniewski,C,16.0,2012.0,OAK-2012-107,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,Illegal Block Above the Waist,12/23/2012,CAR,M.Goodson,RB,16.0,2012.0,OAK-2012-108,CAR,OAK,12-23-2012-CAR,2012-12-23,181.0,10.0,97.0,Boger,Referee,6.0,70.0
OAK,Roughing the Passer,12/30/2012,SD,D.Bryant,DE,17.0,2012.0,OAK-2012-109,SD,OAK,12-30-2012-SD,2012-12-30,248.0,8.0,60.0,Parry,Referee,9.0,67.0
OAK,Personal Foul,12/30/2012,SD,M.Goodson,RB,17.0,2012.0,OAK-2012-110,SD,OAK,12-30-2012-SD,2012-12-30,248.0,8.0,60.0,Parry,Referee,9.0,67.0
OAK,Encroachment,12/30/2012,SD,T.Kelly,DE,17.0,2012.0,OAK-2012-111,SD,OAK,12-30-2012-SD,2012-12-30,248.0,8.0,60.0,Parry,Referee,9.0,67.0
OAK,Defensive Offside,12/30/2012,SD,L.Houston,LB,17.0,2012.0,OAK-2012-112,SD,OAK,12-30-2012-SD,2012-12-30,248.0,8.0,60.0,Parry,Referee,9.0,67.0
OAK,Illegal Block Above the Waist,12/30/2012,SD,J.Olawale,RB,17.0,2012.0,OAK-2012-113,SD,OAK,12-30-2012-SD,2012-12-30,248.0,8.0,60.0,Parry,Referee,9.0,67.0
