HScore,HVScoreDiff,NDate,Season,VScore,Winner,VTeam,day,eid,gamekey,HTeam,month,gametype,time,wday,week,year
25,12,10/18/2015,2015,13,PIT,ARI,18,2015101802,56587,PIT,10,REG,1:00,Sun,6,2015
16,6,10/18/2015,2015,10,MIN,KC,18,2015101803,56585,MIN,10,REG,1:00,Sun,6,2015
21,-13,10/18/2015,2015,34,CIN,CIN,18,2015101804,56581,BUF,10,REG,1:00,Sun,6,2015
23,-3,10/18/2015,2015,26,DEN,DEN,18,2015101805,56582,CLE,10,REG,1:00,Sun,6,2015
10,-28,10/18/2015,2015,38,MIA,MIA,18,2015101806,56588,TEN,10,REG,1:00,Sun,6,2015
20,-11,10/18/2015,2015,31,HOU,HOU,18,2015101807,56584,JAC,10,REG,1:00,Sun,6,2015
23,-4,10/18/2015,2015,27,CAR,CAR,18,2015101808,56589,SEA,10,REG,4:05,Sun,6,2015
27,7,10/18/2015,2015,20,GB,SD,18,2015101809,56590,GB,10,REG,4:25,Sun,6,2015
25,5,10/18/2015,2015,20,SF,BAL,18,2015101810,56591,SF,10,REG,4:25,Sun,6,2015
27,-7,10/18/2015,2015,34,NE,NE,18,2015101811,56592,IND,10,REG,8:30,Sun,6,2015
27,20,10/19/2015,2015,7,PHI,NYG,19,2015101900,56593,PHI,10,REG,8:30,Mon,6,2015
3,-17,10/22/2015,2015,20,SEA,SEA,22,2015102200,56594,SF,10,REG,8:25,Thu,7,2015
34,3,10/25/2015,2015,31,JAC,BUF,25,2015102500,56595,JAC,10,REG,9:30,Sun,7,2015
24,18,10/25/2015,2015,6,STL,CLE,25,2015102501,56601,STL,10,REG,1:00,Sun,7,2015
44,18,10/25/2015,2015,26,MIA,HOU,25,2015102502,56599,MIA,10,REG,1:00,Sun,7,2015
30,7,10/25/2015,2015,23,NE,NYJ,25,2015102503,56600,NE,10,REG,1:00,Sun,7,2015
23,10,10/25/2015,2015,13,KC,PIT,25,2015102504,56598,KC,10,REG,1:00,Sun,7,2015
31,1,10/25/2015,2015,30,WAS,TB,25,2015102505,56603,WAS,10,REG,1:00,Sun,7,2015
19,-9,10/25/2015,2015,28,MIN,MIN,25,2015102506,56596,DET,10,REG,1:00,Sun,7,2015
21,-6,10/25/2015,2015,27,NO,NO,25,2015102507,56597,IND,10,REG,1:00,Sun,7,2015
7,-3,10/25/2015,2015,10,ATL,ATL,25,2015102508,56602,TEN,10,REG,1:00,Sun,7,2015
29,-8,10/25/2015,2015,37,OAK,OAK,25,2015102509,56604,SD,10,REG,4:05,Sun,7,2015
27,7,10/25/2015,2015,20,NYG,DAL,25,2015102510,56605,NYG,10,REG,4:25,Sun,7,2015
27,11,10/25/2015,2015,16,CAR,PHI,25,2015102511,56606,CAR,10,REG,8:30,Sun,7,2015
26,8,10/26/2015,2015,18,ARI,BAL,26,2015102600,56607,ARI,10,REG,8:30,Mon,7,2015
36,29,10/29/2015,2015,7,NE,MIA,29,2015102900,56608,NE,10,REG,8:25,Thu,8,2015
45,35,11/1/2015,2015,10,KC,DET,1,2015110100,56609,KC,11,REG,9:30,Sun,8,2015
29,3,11/1/2015,2015,26,BAL,SD,1,2015110101,56611,BAL,11,REG,1:00,Sun,8,2015
10,-6,11/1/2015,2015,16,CIN,CIN,1,2015110102,56616,PIT,11,REG,1:00,Sun,8,2015
20,14,11/1/2015,2015,6,HOU,TEN,1,2015110103,56614,HOU,11,REG,1:00,Sun,8,2015
20,-3,11/1/2015,2015,23,MIN,MIN,1,2015110104,56612,CHI,11,REG,1:00,Sun,8,2015
20,-3,11/1/2015,2015,23,TB,TB,1,2015110105,56610,ATL,11,REG,1:00,Sun,8,2015
52,3,11/1/2015,2015,49,NO,NYG,1,2015110106,56615,NO,11,REG,1:00,Sun,8,2015
27,21,11/1/2015,2015,6,STL,SF,1,2015110107,56617,STL,11,REG,1:00,Sun,8,2015
20,-14,11/1/2015,2015,34,ARI,ARI,1,2015110108,56613,CLE,11,REG,1:00,Sun,8,2015
34,14,11/1/2015,2015,20,OAK,NYJ,1,2015110109,56618,OAK,11,REG,4:05,Sun,8,2015
12,-1,11/1/2015,2015,13,SEA,SEA,1,2015110110,56619,DAL,11,REG,4:25,Sun,8,2015
29,19,11/1/2015,2015,10,DEN,GB,1,2015110111,56620,DEN,11,REG,8:30,Sun,8,2015
29,3,11/2/2015,2015,26,CAR,IND,2,2015110200,56621,CAR,11,REG,8:30,Mon,8,2015
31,21,11/5/2015,2015,10,CIN,CLE,5,2015110500,56622,CIN,11,REG,8:25,Thu,9,2015
21,3,11/8/2015,2015,18,MIN,STL,8,2015110800,56625,MIN,11,REG,1:00,Sun,9,2015
37,8,11/8/2015,2015,29,CAR,GB,8,2015110801,56624,CAR,11,REG,1:00,Sun,9,2015
27,17,11/8/2015,2015,10,NE,WAS,8,2015110802,56626,NE,11,REG,1:00,Sun,9,2015
28,-6,11/8/2015,2015,34,TEN,TEN,8,2015110803,56627,NO,11,REG,1:00,Sun,9,2015
33,16,11/8/2015,2015,17,BUF,MIA,8,2015110804,56623,BUF,11,REG,1:00,Sun,9,2015
28,5,11/8/2015,2015,23,NYJ,JAC,8,2015110805,56628,NYJ,11,REG,1:00,Sun,9,2015
38,3,11/8/2015,2015,35,PIT,OAK,8,2015110806,56629,PIT,11,REG,1:00,Sun,9,2015
18,-14,11/8/2015,2015,32,NYG,NYG,8,2015110807,56631,TB,11,REG,4:05,Sun,9,2015
17,1,11/8/2015,2015,16,SF,ATL,8,2015110808,56630,SF,11,REG,4:05,Sun,9,2015
27,3,11/8/2015,2015,24,IND,DEN,8,2015110809,56632,IND,11,REG,4:25,Sun,9,2015
27,-6,11/8/2015,2015,33,PHI,PHI,8,2015110810,56633,DAL,11,REG,8:30,Sun,9,2015
19,-3,11/9/2015,2015,22,CHI,CHI,9,2015110900,56634,SD,11,REG,8:30,Mon,9,2015
17,-5,11/12/2015,2015,22,BUF,BUF,12,2015111200,56635,NYJ,11,REG,8:25,Thu,10,2015
47,33,11/15/2015,2015,14,WAS,NO,15,2015111500,56643,WAS,11,REG,1:00,Sun,10,2015
16,-2,11/15/2015,2015,18,DET,DET,15,2015111501,56637,GB,11,REG,1:00,Sun,10,2015
10,4,11/15/2015,2015,6,TB,DAL,15,2015111502,56641,TB,11,REG,1:00,Sun,10,2015
10,-17,11/15/2015,2015,27,CAR,CAR,15,2015111503,56642,TEN,11,REG,1:00,Sun,10,2015
13,-24,11/15/2015,2015,37,CHI,CHI,15,2015111504,56640,STL,11,REG,1:00,Sun,10,2015
19,-1,11/15/2015,2015,20,MIA,MIA,15,2015111505,56638,PHI,11,REG,1:00,Sun,10,2015
20,-2,11/15/2015,2015,22,JAC,JAC,15,2015111506,56636,BAL,11,REG,1:00,Sun,10,2015
30,21,11/15/2015,2015,9,PIT,CLE,15,2015111507,56639,PIT,11,REG,1:00,Sun,10,2015
14,-16,11/15/2015,2015,30,MIN,MIN,15,2015111508,56644,OAK,11,REG,4:05,Sun,10,2015
26,-1,11/15/2015,2015,27,NE,NE,15,2015111509,56646,NYG,11,REG,4:25,Sun,10,2015
13,-16,11/15/2015,2015,29,KC,KC,15,2015111510,56645,DEN,11,REG,4:25,Sun,10,2015
32,-7,11/15/2015,2015,39,ARI,ARI,15,2015111511,56647,SEA,11,REG,8:30,Sun,10,2015
6,-4,11/16/2015,2015,10,HOU,HOU,16,2015111600,56648,CIN,11,REG,8:30,Mon,10,2015
19,6,11/19/2015,2015,13,JAC,TEN,19,2015111900,56649,JAC,11,REG,8:25,Thu,11,2015
15,-2,11/22/2015,2015,17,DEN,DEN,22,2015112200,56653,CHI,11,REG,1:00,Sun,11,2015
18,5,11/22/2015,2015,13,DET,OAK,22,2015112201,56654,DET,11,REG,1:00,Sun,11,2015
21,-3,11/22/2015,2015,24,IND,IND,22,2015112202,56650,ATL,11,REG,1:00,Sun,11,2015
24,7,11/22/2015,2015,17,HOU,NYJ,22,2015112203,56655,HOU,11,REG,1:00,Sun,11,2015
17,-28,11/22/2015,2015,45,TB,TB,22,2015112204,56658,PHI,11,REG,1:00,Sun,11,2015
13,-17,11/22/2015,2015,30,GB,GB,22,2015112205,56657,MIN,11,REG,4:25,Sun,11,2015
44,28,11/22/2015,2015,16,CAR,WAS,22,2015112206,56652,CAR,11,REG,1:00,Sun,11,2015
14,-10,11/22/2015,2015,24,DAL,DAL,22,2015112207,56656,MIA,11,REG,1:00,Sun,11,2015
16,3,11/22/2015,2015,13,BAL,STL,22,2015112208,56651,BAL,11,REG,1:00,Sun,11,2015
34,3,11/22/2015,2015,31,ARI,CIN,22,2015112209,56659,ARI,11,REG,8:30,Sun,11,2015
29,16,11/22/2015,2015,13,SEA,SF,22,2015112210,56660,SEA,11,REG,4:25,Sun,11,2015
3,-30,11/22/2015,2015,33,KC,KC,22,2015112211,56661,SD,11,REG,4:05,Sun,11,2015
20,7,11/23/2015,2015,13,NE,BUF,23,2015112300,56662,NE,11,REG,8:30,Mon,11,2015
45,31,11/26/2015,2015,14,DET,PHI,26,2015112600,56663,DET,11,REG,12:30,Thu,12,2015
14,-19,11/26/2015,2015,33,CAR,CAR,26,2015112601,56664,DAL,11,REG,4:30,Thu,12,2015
13,-4,11/26/2015,2015,17,CHI,CHI,26,2015112602,56665,GB,11,REG,8:30,Thu,12,2015
20,6,11/29/2015,2015,14,WAS,NYG,29,2015112900,56674,WAS,11,REG,1:00,Sun,12,2015
10,-10,11/29/2015,2015,20,MIN,MIN,29,2015112901,56666,ATL,11,REG,1:00,Sun,12,2015
31,24,11/29/2015,2015,7,CIN,STL,29,2015112902,56667,CIN,11,REG,1:00,Sun,12,2015
24,18,11/29/2015,2015,6,HOU,NO,29,2015112903,56668,HOU,11,REG,1:00,Sun,12,2015
25,13,11/29/2015,2015,12,IND,TB,29,2015112904,56669,IND,11,REG,1:00,Sun,12,2015
38,18,11/29/2015,2015,20,NYJ,MIA,29,2015112905,56672,NYJ,11,REG,1:00,Sun,12,2015
25,-6,11/29/2015,2015,31,SD,SD,29,2015112906,56670,JAC,11,REG,1:00,Sun,12,2015
21,-3,11/29/2015,2015,24,OAK,OAK,29,2015112907,56673,TEN,11,REG,1:00,Sun,12,2015
30,8,11/29/2015,2015,22,KC,BUF,29,2015112908,56671,KC,11,REG,1:00,Sun,12,2015
13,-6,11/29/2015,2015,19,ARI,ARI,29,2015112909,56675,SF,11,REG,4:05,Sun,12,2015
39,9,11/29/2015,2015,30,SEA,PIT,29,2015112910,56676,SEA,11,REG,4:25,Sun,12,2015
30,6,11/29/2015,2015,24,DEN,NE,29,2015112911,56677,DEN,11,REG,8:30,Sun,12,2015
27,-6,11/30/2015,2015,33,BAL,BAL,30,2015113000,56678,CLE,11,REG,8:30,Mon,12,2015
23,-4,12/3/2015,2015,27,GB,GB,3,2015120300,56679,DET,12,REG,8:25,Thu,13,2015
20,-3,12/6/2015,2015,23,NYJ,NYJ,6,2015120600,56686,NYG,12,REG,1:00,Sun,13,2015
30,9,12/6/2015,2015,21,BUF,HOU,6,2015120601,56680,BUF,12,REG,1:00,Sun,13,2015
15,2,12/6/2015,2015,13,MIA,BAL,6,2015120602,56683,MIA,12,REG,1:00,Sun,13,2015
3,-34,12/6/2015,2015,37,CIN,CIN,6,2015120603,56682,CLE,12,REG,1:00,Sun,13,2015
42,3,12/6/2015,2015,39,TEN,JAC,6,2015120604,56689,TEN,12,REG,1:00,Sun,13,2015
20,-6,12/6/2015,2015,26,SF,SF,6,2015120605,56681,CHI,12,REG,1:00,Sun,13,2015
7,-31,12/6/2015,2015,38,SEA,SEA,6,2015120606,56684,MIN,12,REG,1:00,Sun,13,2015
38,-3,12/6/2015,2015,41,CAR,CAR,6,2015120607,56685,NO,12,REG,4:25,Sun,13,2015
23,4,12/6/2015,2015,19,TB,ATL,6,2015120608,56688,TB,12,REG,1:00,Sun,13,2015
3,-24,12/6/2015,2015,27,ARI,ARI,6,2015120609,56687,STL,12,REG,1:00,Sun,13,2015
20,-14,12/6/2015,2015,34,KC,KC,6,2015120610,56690,OAK,12,REG,4:05,Sun,13,2015
3,-14,12/6/2015,2015,17,DEN,DEN,6,2015120611,56691,SD,12,REG,4:05,Sun,13,2015
28,-7,12/6/2015,2015,35,PHI,PHI,6,2015120612,56692,NE,12,REG,4:25,Sun,13,2015
45,35,12/6/2015,2015,10,PIT,IND,6,2015120613,56693,PIT,12,REG,8:30,Sun,13,2015
16,-3,12/7/2015,2015,19,DAL,DAL,7,2015120700,56694,WAS,12,REG,8:30,Mon,13,2015
23,3,12/10/2015,2015,20,ARI,MIN,10,2015121000,56695,ARI,12,REG,8:25,Thu,14,2015
23,3,12/13/2015,2015,20,PHI,BUF,13,2015121300,56704,PHI,12,REG,1:00,Sun,14,2015
30,22,12/13/2015,2015,8,NYJ,TEN,13,2015121301,56703,NYJ,12,REG,1:00,Sun,14,2015
20,-13,12/13/2015,2015,33,PIT,PIT,13,2015121302,56698,CIN,12,REG,1:00,Sun,14,2015
6,-21,12/13/2015,2015,27,NE,NE,13,2015121303,56700,HOU,12,REG,8:30,Sun,14,2015
51,35,12/13/2015,2015,16,JAC,IND,13,2015121304,56701,JAC,12,REG,1:00,Sun,14,2015
10,7,12/13/2015,2015,3,KC,SD,13,2015121305,56702,KC,12,REG,1:00,Sun,14,2015
21,-3,12/13/2015,2015,24,WAS,WAS,13,2015121306,56697,CHI,12,REG,1:00,Sun,14,2015
38,38,12/13/2015,2015,0,CAR,ATL,13,2015121307,56696,CAR,12,REG,1:00,Sun,14,2015
17,-7,12/13/2015,2015,24,NO,NO,13,2015121308,56706,TB,12,REG,1:00,Sun,14,2015
21,7,12/13/2015,2015,14,STL,DET,13,2015121309,56705,STL,12,REG,1:00,Sun,14,2015
24,14,12/13/2015,2015,10,CLE,SF,13,2015121310,56699,CLE,12,REG,1:00,Sun,14,2015
12,-3,12/13/2015,2015,15,OAK,OAK,13,2015121311,56707,DEN,12,REG,4:05,Sun,14,2015
28,21,12/13/2015,2015,7,GB,DAL,13,2015121312,56708,GB,12,REG,4:25,Sun,14,2015
6,-29,12/13/2015,2015,35,SEA,SEA,13,2015121313,56709,BAL,12,REG,1:00,Sun,14,2015
24,-7,12/14/2015,2015,31,NYG,NYG,14,2015121400,56710,MIA,12,REG,8:30,Mon,14,2015
31,8,12/17/2015,2015,23,STL,TB,17,2015121700,56711,STL,12,REG,8:25,Thu,15,2015
16,-3,12/19/2015,2015,19,NYJ,NYJ,19,2015121900,56712,DAL,12,REG,8:25,Sat,15,2015
35,-3,12/20/2015,2015,38,CAR,CAR,20,2015122000,56718,NYG,12,REG,1:00,Sun,15,2015
17,-23,12/20/2015,2015,40,ARI,ARI,20,2015122001,56719,PHI,12,REG,8:30,Sun,15,2015
38,21,12/20/2015,2015,17,MIN,CHI,20,2015122002,56716,MIN,12,REG,1:00,Sun,15,2015
17,-6,12/20/2015,2015,23,ATL,ATL,20,2015122003,56715,JAC,12,REG,1:00,Sun,15,2015
10,-6,12/20/2015,2015,16,HOU,HOU,20,2015122004,56714,IND,12,REG,1:00,Sun,15,2015
33,17,12/20/2015,2015,16,NE,TEN,20,2015122005,56717,NE,12,REG,1:00,Sun,15,2015
14,-20,12/20/2015,2015,34,KC,KC,20,2015122006,56713,BAL,12,REG,1:00,Sun,15,2015
35,10,12/20/2015,2015,25,WAS,BUF,20,2015122007,56720,WAS,12,REG,1:00,Sun,15,2015
30,17,12/20/2015,2015,13,SEA,CLE,20,2015122008,56722,SEA,12,REG,4:05,Sun,15,2015
20,-10,12/20/2015,2015,30,GB,GB,20,2015122009,56721,OAK,12,REG,4:05,Sun,15,2015
34,7,12/20/2015,2015,27,PIT,DEN,20,2015122010,56723,PIT,12,REG,4:25,Sun,15,2015
30,16,12/20/2015,2015,14,SD,MIA,20,2015122011,56724,SD,12,REG,4:25,Sun,15,2015
14,-10,12/20/2015,2015,24,CIN,CIN,20,2015122012,56725,SF,12,REG,4:25,Sun,15,2015
27,-8,12/21/2015,2015,35,DET,DET,21,2015122100,56726,NO,12,REG,8:30,Mon,15,2015
23,3,12/24/2015,2015,20,OAK,SD,24,2015122400,56727,OAK,12,REG,8:25,Thu,16,2015
24,-14,12/26/2015,2015,38,WAS,WAS,26,2015122600,56728,PHI,12,REG,8:25,Sat,16,2015
38,11,12/27/2015,2015,27,NO,JAC,27,2015122700,56735,NO,12,REG,4:05,Sun,16,2015
12,-6,12/27/2015,2015,18,IND,IND,27,2015122701,56733,MIA,12,REG,1:00,Sun,16,2015
26,6,12/27/2015,2015,20,NYJ,NE,27,2015122702,56736,NYJ,12,REG,1:00,Sun,16,2015
6,-28,12/27/2015,2015,34,HOU,HOU,27,2015122703,56738,TEN,12,REG,1:00,Sun,16,2015
17,4,12/27/2015,2015,13,KC,CLE,27,2015122704,56732,KC,12,REG,1:00,Sun,16,2015
32,15,12/27/2015,2015,17,DET,SF,27,2015122705,56731,DET,12,REG,1:00,Sun,16,2015
49,32,12/27/2015,2015,17,MIN,NYG,27,2015122706,56734,MIN,12,REG,8:30,Sun,16,2015
20,7,12/27/2015,2015,13,ATL,CAR,27,2015122707,56729,ATL,12,REG,1:00,Sun,16,2015
21,-5,12/27/2015,2015,26,CHI,CHI,27,2015122708,56737,TB,12,REG,1:00,Sun,16,2015
16,10,12/27/2015,2015,6,BUF,DAL,27,2015122709,56730,BUF,12,REG,1:00,Sun,16,2015
38,30,12/27/2015,2015,8,ARI,GB,27,2015122710,56739,ARI,12,REG,4:25,Sun,16,2015
17,-6,12/27/2015,2015,23,STL,STL,27,2015122711,56740,SEA,12,REG,4:25,Sun,16,2015
20,3,12/27/2015,2015,17,BAL,PIT,27,2015122712,56741,BAL,12,REG,1:00,Sun,16,2015
20,3,12/28/2015,2015,17,DEN,CIN,28,2015122800,56742,DEN,12,REG,8:30,Mon,16,2015
22,5,1/3/2015,2015,17,BUF,NYJ,3,2016010300,56744,BUF,1,REG,1:00,Sun,17,2015
20,10,1/3/2015,2015,10,MIA,NE,3,2016010301,56754,MIA,1,REG,1:00,Sun,17,2015
24,8,1/3/2015,2015,16,CIN,BAL,3,2016010302,56747,CIN,1,REG,1:00,Sun,17,2015
12,-16,1/3/2015,2015,28,PIT,PIT,3,2016010303,56748,CLE,1,REG,1:00,Sun,17,2015
30,24,1/3/2015,2015,6,HOU,JAC,3,2016010304,56751,HOU,1,REG,1:00,Sun,17,2015
30,6,1/3/2015,2015,24,IND,TEN,3,2016010305,56752,IND,1,REG,1:00,Sun,17,2015
23,6,1/3/2015,2015,17,KC,OAK,3,2016010306,56753,KC,1,REG,4:25,Sun,17,2015
23,-11,1/3/2015,2015,34,WAS,WAS,3,2016010307,56749,DAL,1,REG,1:00,Sun,17,2015
30,-5,1/3/2015,2015,35,PHI,PHI,3,2016010308,56755,NYG,1,REG,1:00,Sun,17,2015
20,-4,1/3/2015,2015,24,DET,DET,3,2016010309,56746,CHI,1,REG,1:00,Sun,17,2015
13,-7,1/3/2015,2015,20,MIN,MIN,3,2016010310,56750,GB,1,REG,8:30,Sun,17,2015
17,-3,1/3/2015,2015,20,NO,NO,3,2016010311,56743,ATL,1,REG,1:00,Sun,17,2015
38,28,1/3/2015,2015,10,CAR,TB,3,2016010312,56745,CAR,1,REG,4:25,Sun,17,2015
27,7,1/3/2015,2015,20,DEN,SD,3,2016010313,56757,DEN,1,REG,4:25,Sun,17,2015
6,-30,1/3/2015,2015,36,SEA,SEA,3,2016010314,56756,ARI,1,REG,4:25,Sun,17,2015
19,3,1/3/2015,2015,16,SF,STL,3,2016010315,56758,SF,1,REG,4:25,Sun,17,2015
