HScore,HVScoreDiff,NDate,Season,VScore,Winner,VTeam,day,eid,gamekey,HTeam,month,gametype,time,wday,week,year
28,-3,10/12/2014,2014,31,SD,SD,12,2014101209,56256,OAK,10,REG,4:05,Sun,6,2014
30,10,10/12/2014,2014,20,ARI,WAS,12,2014101210,56257,ARI,10,REG,4:25,Sun,6,2014
23,-7,10/12/2014,2014,30,DAL,DAL,12,2014101211,56258,SEA,10,REG,4:25,Sun,6,2014
27,27,10/12/2014,2014,0,PHI,NYG,12,2014101212,56259,PHI,10,REG,8:30,Sun,6,2014
17,-14,10/13/2014,2014,31,SF,SF,13,2014101300,56260,STL,10,REG,8:30,Mon,6,2014
27,2,10/16/2014,2014,25,NE,NYJ,16,2014101600,56261,NE,10,REG,8:25,Thu,7,2014
29,22,10/19/2014,2014,7,BAL,ATL,19,2014101900,56262,BAL,10,REG,1:00,Sun,7,2014
17,1,10/19/2014,2014,16,BUF,MIN,19,2014101901,56263,BUF,10,REG,1:00,Sun,7,2014
14,-13,10/19/2014,2014,27,MIA,MIA,19,2014101902,56264,CHI,10,REG,1:00,Sun,7,2014
24,1,10/19/2014,2014,23,DET,NO,19,2014101903,56265,DET,10,REG,1:00,Sun,7,2014
38,21,10/19/2014,2014,17,GB,CAR,19,2014101904,56266,GB,10,REG,1:00,Sun,7,2014
27,27,10/19/2014,2014,0,IND,CIN,19,2014101905,56267,IND,10,REG,1:00,Sun,7,2014
24,18,10/19/2014,2014,6,JAC,CLE,19,2014101906,56268,JAC,10,REG,1:00,Sun,7,2014
28,2,10/19/2014,2014,26,STL,SEA,19,2014101907,56269,STL,10,REG,1:00,Sun,7,2014
19,2,10/19/2014,2014,17,WAS,TEN,19,2014101908,56270,WAS,10,REG,1:00,Sun,7,2014
20,-3,10/19/2014,2014,23,KC,KC,19,2014101909,56271,SD,10,REG,4:05,Sun,7,2014
31,10,10/19/2014,2014,21,DAL,NYG,19,2014101910,56272,DAL,10,REG,4:25,Sun,7,2014
13,-11,10/19/2014,2014,24,ARI,ARI,19,2014101911,56273,OAK,10,REG,4:25,Sun,7,2014
42,25,10/19/2014,2014,17,DEN,SF,19,2014101912,56274,DEN,10,REG,8:30,Sun,7,2014
30,7,10/20/2014,2014,23,PIT,HOU,20,2014102000,56275,PIT,10,REG,8:30,Mon,7,2014
35,14,10/23/2014,2014,21,DEN,SD,23,2014102300,56276,DEN,10,REG,8:25,Thu,8,2014
21,-1,10/26/2014,2014,22,DET,DET,26,2014102600,56277,ATL,10,REG,9:30,Sun,8,2014
9,-4,10/26/2014,2014,13,SEA,SEA,26,2014102601,56278,CAR,10,REG,1:00,Sun,8,2014
27,3,10/26/2014,2014,24,CIN,BAL,26,2014102602,56279,CIN,10,REG,1:00,Sun,8,2014
13,-14,10/26/2014,2014,27,MIA,MIA,26,2014102603,56280,JAC,10,REG,1:00,Sun,8,2014
34,27,10/26/2014,2014,7,KC,STL,26,2014102604,56281,KC,10,REG,1:00,Sun,8,2014
51,28,10/26/2014,2014,23,NE,CHI,26,2014102605,56282,NE,10,REG,1:00,Sun,8,2014
23,-20,10/26/2014,2014,43,BUF,BUF,26,2014102606,56283,NYJ,10,REG,1:00,Sun,8,2014
13,-6,10/26/2014,2014,19,MIN,MIN,26,2014102607,56284,TB,10,REG,1:00,Sun,8,2014
16,-14,10/26/2014,2014,30,HOU,HOU,26,2014102608,56285,TEN,10,REG,1:00,Sun,8,2014
24,4,10/26/2014,2014,20,ARI,PHI,26,2014102609,56286,ARI,10,REG,4:05,Sun,8,2014
23,10,10/26/2014,2014,13,CLE,OAK,26,2014102610,56287,CLE,10,REG,4:25,Sun,8,2014
51,17,10/26/2014,2014,34,PIT,IND,26,2014102611,56288,PIT,10,REG,4:25,Sun,8,2014
44,21,10/26/2014,2014,23,NO,GB,26,2014102612,56289,NO,10,REG,8:30,Sun,8,2014
17,-3,10/27/2014,2014,20,WAS,WAS,27,2014102700,56290,DAL,10,REG,8:30,Mon,8,2014
10,-18,10/30/2014,2014,28,NO,NO,30,2014103000,56291,CAR,10,REG,8:25,Thu,9,2014
33,10,11/2/2014,2014,23,CIN,JAC,2,2014110200,56292,CIN,11,REG,1:00,Sun,9,2014
22,5,11/2/2014,2014,17,CLE,TB,2,2014110201,56293,CLE,11,REG,1:00,Sun,9,2014
17,-11,11/2/2014,2014,28,ARI,ARI,2,2014110202,56294,DAL,11,REG,1:00,Sun,9,2014
21,-10,11/2/2014,2014,31,PHI,PHI,2,2014110203,56295,HOU,11,REG,1:00,Sun,9,2014
24,14,11/2/2014,2014,10,KC,NYJ,2,2014110204,56296,KC,11,REG,1:00,Sun,9,2014
37,37,11/2/2014,2014,0,MIA,SD,2,2014110205,56297,MIA,11,REG,1:00,Sun,9,2014
29,3,11/2/2014,2014,26,MIN,WAS,2,2014110206,56298,MIN,11,REG,1:00,Sun,9,2014
10,-3,11/2/2014,2014,13,STL,STL,2,2014110207,56299,SF,11,REG,4:05,Sun,9,2014
43,22,11/2/2014,2014,21,NE,DEN,2,2014110208,56300,NE,11,REG,4:25,Sun,9,2014
30,6,11/2/2014,2014,24,SEA,OAK,2,2014110209,56301,SEA,11,REG,4:25,Sun,9,2014
43,20,11/2/2014,2014,23,PIT,BAL,2,2014110210,56302,PIT,11,REG,8:30,Sun,9,2014
24,-16,11/3/2014,2014,40,IND,IND,3,2014110300,56303,NYG,11,REG,8:30,Mon,9,2014
3,-21,11/6/2014,2014,24,CLE,CLE,6,2014110600,56304,CIN,11,REG,8:25,Thu,10,2014
21,14,11/9/2014,2014,7,BAL,TEN,9,2014110900,56305,BAL,11,REG,1:00,Sun,10,2014
13,-4,11/9/2014,2014,17,KC,KC,9,2014110901,56306,BUF,11,REG,1:00,Sun,10,2014
20,4,11/9/2014,2014,16,DET,MIA,9,2014110902,56307,DET,11,REG,1:00,Sun,10,2014
17,-14,11/9/2014,2014,31,DAL,DAL,9,2014110903,56308,JAC,11,REG,1:00,Sun,10,2014
24,-3,11/9/2014,2014,27,SF,SF,9,2014110904,56309,NO,11,REG,1:00,Sun,10,2014
20,7,11/9/2014,2014,13,NYJ,PIT,9,2014110905,56310,NYJ,11,REG,1:00,Sun,10,2014
17,-10,11/9/2014,2014,27,ATL,ATL,9,2014110906,56311,TB,11,REG,1:00,Sun,10,2014
17,-24,11/9/2014,2014,41,DEN,DEN,9,2014110907,56312,OAK,11,REG,4:05,Sun,10,2014
31,17,11/9/2014,2014,14,ARI,STL,9,2014110908,56313,ARI,11,REG,4:25,Sun,10,2014
38,21,11/9/2014,2014,17,SEA,NYG,9,2014110909,56314,SEA,11,REG,4:25,Sun,10,2014
55,41,11/9/2014,2014,14,GB,CHI,9,2014110910,56315,GB,11,REG,8:30,Sun,10,2014
45,24,11/10/2014,2014,21,PHI,CAR,10,2014111000,56316,PHI,11,REG,8:30,Mon,10,2014
22,13,11/13/2014,2014,9,MIA,BUF,13,2014111300,56317,MIA,11,REG,8:25,Thu,11,2014
17,-2,11/16/2014,2014,19,ATL,ATL,16,2014111600,56318,CAR,11,REG,1:00,Sun,11,2014
21,8,11/16/2014,2014,13,CHI,MIN,16,2014111601,56319,CHI,11,REG,1:00,Sun,11,2014
7,-16,11/16/2014,2014,23,HOU,HOU,16,2014111602,56320,CLE,11,REG,1:00,Sun,11,2014
53,33,11/16/2014,2014,20,GB,PHI,16,2014111603,56321,GB,11,REG,4:25,Sun,11,2014
24,4,11/16/2014,2014,20,KC,SEA,16,2014111604,56322,KC,11,REG,1:00,Sun,11,2014
10,-17,11/16/2014,2014,27,CIN,CIN,16,2014111605,56323,NO,11,REG,1:00,Sun,11,2014
10,-6,11/16/2014,2014,16,SF,SF,16,2014111606,56324,NYG,11,REG,1:00,Sun,11,2014
22,15,11/16/2014,2014,7,STL,DEN,16,2014111607,56325,STL,11,REG,1:00,Sun,11,2014
7,-20,11/16/2014,2014,27,TB,TB,16,2014111608,56326,WAS,11,REG,1:00,Sun,11,2014
13,7,11/16/2014,2014,6,SD,OAK,16,2014111609,56327,SD,11,REG,4:05,Sun,11,2014
14,8,11/16/2014,2014,6,ARI,DET,16,2014111610,56328,ARI,11,REG,4:25,Sun,11,2014
20,-22,11/16/2014,2014,42,NE,NE,16,2014111611,56329,IND,11,REG,8:30,Sun,11,2014
24,-3,11/17/2014,2014,27,PIT,PIT,17,2014111700,56330,TEN,11,REG,8:30,Mon,11,2014
24,4,11/20/2014,2014,20,OAK,KC,20,2014112000,56331,OAK,11,REG,8:25,Thu,12,2014
24,-2,11/23/2014,2014,26,CLE,CLE,23,2014112300,56332,ATL,11,REG,1:00,Sun,12,2014
38,35,11/23/2014,2014,3,BUF,NYJ,23,2014112301,56333,BUF,11,REG,7:00,Mon,12,2014
21,8,11/23/2014,2014,13,CHI,TB,23,2014112302,56334,CHI,11,REG,1:00,Sun,12,2014
13,-9,11/23/2014,2014,22,CIN,CIN,23,2014112303,56335,HOU,11,REG,1:00,Sun,12,2014
23,20,11/23/2014,2014,3,IND,JAC,23,2014112304,56336,IND,11,REG,1:00,Sun,12,2014
21,-3,11/23/2014,2014,24,GB,GB,23,2014112305,56337,MIN,11,REG,1:00,Sun,12,2014
34,25,11/23/2014,2014,9,NE,DET,23,2014112306,56338,NE,11,REG,1:00,Sun,12,2014
43,19,11/23/2014,2014,24,PHI,TEN,23,2014112307,56339,PHI,11,REG,1:00,Sun,12,2014
27,3,11/23/2014,2014,24,SD,STL,23,2014112308,56340,SD,11,REG,4:05,Sun,12,2014
19,16,11/23/2014,2014,3,SEA,ARI,23,2014112309,56341,SEA,11,REG,4:05,Sun,12,2014
39,3,11/23/2014,2014,36,DEN,MIA,23,2014112310,56342,DEN,11,REG,4:25,Sun,12,2014
17,4,11/23/2014,2014,13,SF,WAS,23,2014112311,56343,SF,11,REG,4:25,Sun,12,2014
28,-3,11/23/2014,2014,31,DAL,DAL,23,2014112312,56344,NYG,11,REG,8:30,Sun,12,2014
27,-7,11/24/2014,2014,34,BAL,BAL,24,2014112400,56345,NO,11,REG,8:30,Mon,12,2014
34,17,11/27/2014,2014,17,DET,CHI,27,2014112700,56346,DET,11,REG,12:30,Thu,13,2014
10,-23,11/27/2014,2014,33,PHI,PHI,27,2014112701,56347,DAL,11,REG,4:30,Thu,13,2014
3,-16,11/27/2014,2014,19,SEA,SEA,27,2014112702,56348,SF,11,REG,8:30,Thu,13,2014
33,-1,11/30/2014,2014,34,SD,SD,30,2014113000,56349,BAL,11,REG,1:00,Sun,13,2014
26,16,11/30/2014,2014,10,BUF,CLE,30,2014113001,56350,BUF,11,REG,1:00,Sun,13,2014
45,24,11/30/2014,2014,21,HOU,TEN,30,2014113002,56351,HOU,11,REG,1:00,Sun,13,2014
49,22,11/30/2014,2014,27,IND,WAS,30,2014113003,56352,IND,11,REG,1:00,Sun,13,2014
25,1,11/30/2014,2014,24,JAC,NYG,30,2014113004,56353,JAC,11,REG,1:00,Sun,13,2014
31,18,11/30/2014,2014,13,MIN,CAR,30,2014113005,56354,MIN,11,REG,1:00,Sun,13,2014
32,-3,11/30/2014,2014,35,NO,NO,30,2014113006,56355,PIT,11,REG,1:00,Sun,13,2014
52,52,11/30/2014,2014,0,STL,OAK,30,2014113007,56356,STL,11,REG,1:00,Sun,13,2014
13,-1,11/30/2014,2014,14,CIN,CIN,30,2014113008,56357,TB,11,REG,1:00,Sun,13,2014
29,11,11/30/2014,2014,18,ATL,ARI,30,2014113009,56358,ATL,11,REG,4:05,Sun,13,2014
26,5,11/30/2014,2014,21,GB,NE,30,2014113010,56359,GB,11,REG,4:25,Sun,13,2014
16,-13,11/30/2014,2014,29,DEN,DEN,30,2014113011,56360,KC,11,REG,8:30,Sun,13,2014
13,-3,12/1/2014,2014,16,MIA,MIA,1,2014120100,56361,NYJ,12,REG,8:30,Mon,13,2014
28,-13,12/4/2014,2014,41,DAL,DAL,4,2014120400,56362,CHI,12,REG,8:25,Thu,14,2014
21,-21,12/7/2014,2014,42,PIT,PIT,7,2014120700,56363,CIN,12,REG,1:00,Sun,14,2014
24,-1,12/7/2014,2014,25,IND,IND,7,2014120701,56364,CLE,12,REG,1:00,Sun,14,2014
34,17,12/7/2014,2014,17,DET,TB,7,2014120702,56365,DET,12,REG,1:00,Sun,14,2014
13,-14,12/7/2014,2014,27,HOU,HOU,7,2014120703,56366,JAC,12,REG,1:00,Sun,14,2014
13,-15,12/7/2014,2014,28,BAL,BAL,7,2014120704,56367,MIA,12,REG,1:00,Sun,14,2014
30,6,12/7/2014,2014,24,MIN,NYJ,7,2014120705,56368,MIN,12,REG,1:00,Sun,14,2014
10,-31,12/7/2014,2014,41,CAR,CAR,7,2014120706,56369,NO,12,REG,1:00,Sun,14,2014
7,-29,12/7/2014,2014,36,NYG,NYG,7,2014120707,56370,TEN,12,REG,1:00,Sun,14,2014
0,-24,12/7/2014,2014,24,STL,STL,7,2014120708,56371,WAS,12,REG,1:00,Sun,14,2014
17,3,12/7/2014,2014,14,ARI,KC,7,2014120709,56372,ARI,12,REG,4:05,Sun,14,2014
24,7,12/7/2014,2014,17,DEN,BUF,7,2014120710,56373,DEN,12,REG,4:05,Sun,14,2014
24,11,12/7/2014,2014,13,OAK,SF,7,2014120711,56374,OAK,12,REG,4:25,Sun,14,2014
14,-10,12/7/2014,2014,24,SEA,SEA,7,2014120712,56375,PHI,12,REG,4:25,Sun,14,2014
14,-9,12/7/2014,2014,23,NE,NE,7,2014120713,56376,SD,12,REG,8:30,Sun,14,2014
43,6,12/8/2014,2014,37,GB,ATL,8,2014120800,56377,GB,12,REG,8:30,Mon,14,2014
6,-6,12/11/2014,2014,12,ARI,ARI,11,2014121100,56378,STL,12,REG,8:25,Thu,15,2014
20,-7,12/14/2014,2014,27,PIT,PIT,14,2014121400,56379,ATL,12,REG,1:00,Sun,15,2014
20,8,12/14/2014,2014,12,BAL,JAC,14,2014121401,56380,BAL,12,REG,1:00,Sun,15,2014
21,8,12/14/2014,2014,13,BUF,GB,14,2014121402,56381,BUF,12,REG,1:00,Sun,15,2014
19,2,12/14/2014,2014,17,CAR,TB,14,2014121403,56382,CAR,12,REG,1:00,Sun,15,2014
0,-30,12/14/2014,2014,30,CIN,CIN,14,2014121404,56383,CLE,12,REG,1:00,Sun,15,2014
16,2,12/14/2014,2014,14,DET,MIN,14,2014121405,56384,DET,12,REG,1:00,Sun,15,2014
17,7,12/14/2014,2014,10,IND,HOU,14,2014121406,56385,IND,12,REG,1:00,Sun,15,2014
31,18,12/14/2014,2014,13,KC,OAK,14,2014121407,56386,KC,12,REG,1:00,Sun,15,2014
41,28,12/14/2014,2014,13,NE,MIA,14,2014121408,56387,NE,12,REG,1:00,Sun,15,2014
24,11,12/14/2014,2014,13,NYG,WAS,14,2014121409,56388,NYG,12,REG,1:00,Sun,15,2014
10,-12,12/14/2014,2014,22,DEN,DEN,14,2014121410,56389,SD,12,REG,4:05,Sun,15,2014
11,-5,12/14/2014,2014,16,NYJ,NYJ,14,2014121411,56390,TEN,12,REG,4:05,Sun,15,2014
17,10,12/14/2014,2014,7,SEA,SF,14,2014121412,56391,SEA,12,REG,4:25,Sun,15,2014
27,-11,12/14/2014,2014,38,DAL,DAL,14,2014121413,56392,PHI,12,REG,8:30,Sun,15,2014
15,-16,12/15/2014,2014,31,NO,NO,15,2014121500,56393,CHI,12,REG,8:30,Mon,15,2014
21,8,12/18/2014,2014,13,JAC,TEN,18,2014121800,56394,JAC,12,REG,8:25,Thu,16,2014
27,3,12/20/2014,2014,24,WAS,PHI,20,2014122000,56396,WAS,12,REG,4:30,Sat,16,2014
35,-3,12/20/2014,2014,38,SD,SD,20,2014122001,56395,SF,12,REG,4:30,Sat,16,2014
17,4,12/21/2014,2014,13,CAR,CLE,21,2014122100,56397,CAR,12,REG,1:00,Sun,16,2014
14,-6,12/21/2014,2014,20,DET,DET,21,2014122101,56398,CHI,12,REG,1:00,Sun,16,2014
25,12,12/21/2014,2014,13,HOU,BAL,21,2014122102,56399,HOU,12,REG,1:00,Sun,16,2014
37,2,12/21/2014,2014,35,MIA,MIN,21,2014122103,56400,MIA,12,REG,1:00,Sun,16,2014
14,-16,12/21/2014,2014,30,ATL,ATL,21,2014122104,56401,NO,12,REG,1:00,Sun,16,2014
16,-1,12/21/2014,2014,17,NE,NE,21,2014122105,56402,NYJ,12,REG,1:00,Sun,16,2014
20,8,12/21/2014,2014,12,PIT,KC,21,2014122106,56403,PIT,12,REG,1:00,Sun,16,2014
3,-17,12/21/2014,2014,20,GB,GB,21,2014122107,56404,TB,12,REG,1:00,Sun,16,2014
27,-10,12/21/2014,2014,37,NYG,NYG,21,2014122108,56405,STL,12,REG,4:05,Sun,16,2014
42,35,12/21/2014,2014,7,DAL,IND,21,2014122109,56406,DAL,12,REG,4:25,Sun,16,2014
26,2,12/21/2014,2014,24,OAK,BUF,21,2014122110,56407,OAK,12,REG,4:25,Sun,16,2014
6,-29,12/21/2014,2014,35,SEA,SEA,21,2014122111,56408,ARI,12,REG,8:30,Sun,16,2014
37,9,12/22/2014,2014,28,CIN,DEN,22,2014122200,56409,CIN,12,REG,8:30,Mon,16,2014
3,-31,12/28/2014,2014,34,CAR,CAR,28,2014122800,56410,ATL,12,REG,1:00,Sun,17,2014
20,10,12/28/2014,2014,10,BAL,CLE,28,2014122801,56411,BAL,12,REG,1:00,Sun,17,2014
30,10,12/28/2014,2014,20,GB,DET,28,2014122802,56412,GB,12,REG,1:00,Sun,17,2014
23,6,12/28/2014,2014,17,HOU,JAC,28,2014122803,56413,HOU,12,REG,1:00,Sun,17,2014
19,12,12/28/2014,2014,7,KC,SD,28,2014122804,56414,KC,12,REG,1:00,Sun,17,2014
24,-13,12/28/2014,2014,37,NYJ,NYJ,28,2014122805,56415,MIA,12,REG,1:00,Sun,17,2014
13,4,12/28/2014,2014,9,MIN,CHI,28,2014122806,56416,MIN,12,REG,1:00,Sun,17,2014
9,-8,12/28/2014,2014,17,BUF,BUF,28,2014122807,56417,NE,12,REG,1:00,Sun,17,2014
26,-8,12/28/2014,2014,34,PHI,PHI,28,2014122808,56418,NYG,12,REG,1:00,Sun,17,2014
27,10,12/28/2014,2014,17,PIT,CIN,28,2014122809,56419,PIT,12,REG,1:00,Sun,17,2014
20,-3,12/28/2014,2014,23,NO,NO,28,2014122810,56420,TB,12,REG,1:00,Sun,17,2014
10,-17,12/28/2014,2014,27,IND,IND,28,2014122811,56421,TEN,12,REG,1:00,Sun,17,2014
17,-27,12/28/2014,2014,44,DAL,DAL,28,2014122812,56422,WAS,12,REG,1:00,Sun,17,2014
47,33,12/28/2014,2014,14,DEN,OAK,28,2014122813,56423,DEN,12,REG,4:25,Sun,17,2014
20,3,12/28/2014,2014,17,SF,ARI,28,2014122814,56424,SF,12,REG,4:25,Sun,17,2014
20,14,12/28/2014,2014,6,SEA,STL,28,2014122815,56425,SEA,12,REG,4:25,Sun,17,2014
28,7,9/10/2015,2015,21,NE,PIT,10,2015091000,56503,NE,9,REG,8:30,Thu,1,2015
23,-8,9/13/2015,2015,31,GB,GB,13,2015091300,56505,CHI,9,REG,1:00,Sun,1,2015
34,3,9/13/2015,2015,31,STL,SEA,13,2015091301,56509,STL,9,REG,1:00,Sun,1,2015
9,-11,9/13/2015,2015,20,CAR,CAR,13,2015091302,56507,JAC,9,REG,1:00,Sun,1,2015
10,-7,9/13/2015,2015,17,MIA,MIA,13,2015091303,56510,WAS,9,REG,1:00,Sun,1,2015
27,13,9/13/2015,2015,14,BUF,IND,13,2015091304,56504,BUF,9,REG,1:00,Sun,1,2015
31,21,9/13/2015,2015,10,NYJ,CLE,13,2015091305,56508,NYJ,9,REG,1:00,Sun,1,2015
20,-7,9/13/2015,2015,27,KC,KC,13,2015091306,56506,HOU,9,REG,1:00,Sun,1,2015
31,12,9/13/2015,2015,19,ARI,NO,13,2015091307,56511,ARI,9,REG,4:05,Sun,1,2015
33,5,9/13/2015,2015,28,SD,DET,13,2015091308,56512,SD,9,REG,4:05,Sun,1,2015
19,6,9/13/2015,2015,13,DEN,BAL,13,2015091309,56513,DEN,9,REG,4:25,Sun,1,2015
13,-20,9/13/2015,2015,33,CIN,CIN,13,2015091310,56514,OAK,9,REG,4:25,Sun,1,2015
14,-28,9/13/2015,2015,42,TEN,TEN,13,2015091311,56515,TB,9,REG,4:25,Sun,1,2015
27,1,9/13/2015,2015,26,DAL,NYG,13,2015091312,56516,DAL,9,REG,8:30,Sun,1,2015
26,2,9/14/2015,2015,24,ATL,PHI,14,2015091400,56517,ATL,9,REG,7:10,Mon,1,2015
20,17,9/14/2015,2015,3,SF,MIN,14,2015091401,56518,SF,9,REG,10:20,Mon,1,2015
24,-7,9/17/2015,2015,31,DEN,DEN,17,2015091700,56519,KC,9,REG,8:25,Thu,2,2015
24,7,9/20/2015,2015,17,CAR,HOU,20,2015092000,56521,CAR,9,REG,1:00,Sun,2,2015
32,-8,9/20/2015,2015,40,NE,NE,20,2015092001,56520,BUF,9,REG,1:00,Sun,2,2015
24,5,9/20/2015,2015,19,CIN,SD,20,2015092002,56523,CIN,9,REG,1:00,Sun,2,2015
28,14,9/20/2015,2015,14,CLE,TEN,20,2015092003,56524,CLE,9,REG,1:00,Sun,2,2015
20,-4,9/20/2015,2015,24,ATL,ATL,20,2015092004,56527,NYG,9,REG,1:00,Sun,2,2015
24,14,9/20/2015,2015,10,WAS,STL,20,2015092005,56529,WAS,9,REG,1:00,Sun,2,2015
23,-25,9/20/2015,2015,48,ARI,ARI,20,2015092006,56522,CHI,9,REG,1:00,Sun,2,2015
26,10,9/20/2015,2015,16,MIN,DET,20,2015092007,56525,MIN,9,REG,1:00,Sun,2,2015
19,-7,9/20/2015,2015,26,TB,TB,20,2015092008,56526,NO,9,REG,1:00,Sun,2,2015
43,25,9/20/2015,2015,18,PIT,SF,20,2015092009,56528,PIT,9,REG,1:00,Sun,2,2015
37,4,9/20/2015,2015,33,OAK,BAL,20,2015092010,56531,OAK,9,REG,4:05,Sun,2,2015
23,3,9/20/2015,2015,20,JAC,MIA,20,2015092011,56530,JAC,9,REG,4:05,Sun,2,2015
10,-10,9/20/2015,2015,20,DAL,DAL,20,2015092012,56532,PHI,9,REG,4:25,Sun,2,2015
27,10,9/20/2015,2015,17,GB,SEA,20,2015092013,56533,GB,9,REG,8:30,Sun,2,2015
7,-13,9/21/2015,2015,20,NYJ,NYJ,21,2015092100,56534,IND,9,REG,8:30,Mon,2,2015
32,11,9/24/2015,2015,21,NYG,WAS,24,2015092400,56535,NYG,9,REG,8:25,Thu,3,2015
28,-11,9/27/2015,2015,39,ATL,ATL,27,2015092700,56539,DAL,9,REG,1:00,Sun,3,2015
27,5,9/27/2015,2015,22,CAR,NO,27,2015092701,56537,CAR,9,REG,1:00,Sun,3,2015
17,-7,9/27/2015,2015,24,PHI,PHI,27,2015092702,56543,NYJ,9,REG,1:00,Sun,3,2015
19,10,9/27/2015,2015,9,HOU,TB,27,2015092703,56540,HOU,9,REG,1:00,Sun,3,2015
31,17,9/27/2015,2015,14,MIN,SD,27,2015092704,56541,MIN,9,REG,1:00,Sun,3,2015
6,-6,9/27/2015,2015,12,PIT,PIT,27,2015092705,56544,STL,9,REG,1:00,Sun,3,2015
51,34,9/27/2015,2015,17,NE,JAC,27,2015092706,56542,NE,9,REG,1:00,Sun,3,2015
24,-4,9/27/2015,2015,28,CIN,CIN,27,2015092707,56536,BAL,9,REG,1:00,Sun,3,2015
20,-7,9/27/2015,2015,27,OAK,OAK,27,2015092708,56538,CLE,9,REG,1:00,Sun,3,2015
33,-2,9/27/2015,2015,35,IND,IND,27,2015092709,56545,TEN,9,REG,1:00,Sun,3,2015
47,40,9/27/2015,2015,7,ARI,SF,27,2015092710,56546,ARI,9,REG,4:05,Sun,3,2015
26,26,9/27/2015,2015,0,SEA,CHI,27,2015092711,56548,SEA,9,REG,4:25,Sun,3,2015
14,-27,9/27/2015,2015,41,BUF,BUF,27,2015092712,56547,MIA,9,REG,4:25,Sun,3,2015
12,-12,9/27/2015,2015,24,DEN,DEN,27,2015092713,56549,DET,9,REG,8:30,Sun,3,2015
38,10,9/28/2015,2015,28,GB,KC,28,2015092800,56550,GB,9,REG,8:30,Mon,3,2015
20,-3,10/1/2015,2015,23,BAL,BAL,1,2015100100,56551,PIT,10,REG,8:25,Thu,4,2015
14,-13,10/4/2015,2015,27,NYJ,NYJ,4,2015100400,56552,MIA,10,REG,9:30,Sun,4,2015
22,2,10/4/2015,2015,20,CHI,OAK,4,2015100401,56555,CHI,10,REG,1:00,Sun,4,2015
48,27,10/4/2015,2015,21,ATL,HOU,4,2015100402,56553,ATL,10,REG,1:00,Sun,4,2015
36,15,10/4/2015,2015,21,CIN,KC,4,2015100403,56556,CIN,10,REG,1:00,Sun,4,2015
16,3,10/4/2015,2015,13,IND,JAC,4,2015100404,56557,IND,10,REG,1:00,Sun,4,2015
23,3,10/4/2015,2015,20,WAS,PHI,4,2015100405,56559,WAS,10,REG,1:00,Sun,4,2015
23,-14,10/4/2015,2015,37,CAR,CAR,4,2015100406,56558,TB,10,REG,1:00,Sun,4,2015
10,-14,10/4/2015,2015,24,NYG,NYG,4,2015100407,56554,BUF,10,REG,1:00,Sun,4,2015
30,3,10/4/2015,2015,27,SD,CLE,4,2015100408,56560,SD,10,REG,4:05,Sun,4,2015
3,-14,10/4/2015,2015,17,GB,GB,4,2015100409,56563,SF,10,REG,4:25,Sun,4,2015
22,-2,10/4/2015,2015,24,STL,STL,4,2015100410,56561,ARI,10,REG,4:25,Sun,4,2015
23,3,10/4/2015,2015,20,DEN,MIN,4,2015100411,56562,DEN,10,REG,4:25,Sun,4,2015
26,6,10/4/2015,2015,20,NO,DAL,4,2015100412,56564,NO,10,REG,8:30,Sun,4,2015
13,3,10/5/2015,2015,10,SEA,DET,5,2015100500,56565,SEA,10,REG,8:30,Mon,4,2015
20,-7,10/8/2015,2015,27,IND,IND,8,2015100800,56566,HOU,10,REG,8:25,Thu,5,2015
39,22,10/11/2015,2015,17,PHI,NO,11,2015101100,56572,PHI,10,REG,1:00,Sun,5,2015
17,-1,10/11/2015,2015,18,CHI,CHI,11,2015101101,56571,KC,10,REG,1:00,Sun,5,2015
27,3,10/11/2015,2015,24,CIN,SEA,11,2015101102,56569,CIN,10,REG,1:00,Sun,5,2015
25,6,10/11/2015,2015,19,ATL,WAS,11,2015101103,56567,ATL,10,REG,1:00,Sun,5,2015
38,7,10/11/2015,2015,31,TB,JAC,11,2015101104,56573,TB,10,REG,1:00,Sun,5,2015
30,-3,10/11/2015,2015,33,CLE,CLE,11,2015101105,56568,BAL,10,REG,1:00,Sun,5,2015
13,-1,10/11/2015,2015,14,BUF,BUF,11,2015101106,56574,TEN,10,REG,1:00,Sun,5,2015
24,14,10/11/2015,2015,10,GB,STL,11,2015101107,56570,GB,10,REG,1:00,Sun,5,2015
17,-25,10/11/2015,2015,42,ARI,ARI,11,2015101108,56575,DET,10,REG,4:05,Sun,5,2015
6,-24,10/11/2015,2015,30,NE,NE,11,2015101109,56576,DAL,10,REG,4:25,Sun,5,2015
10,-6,10/11/2015,2015,16,DEN,DEN,11,2015101110,56577,OAK,10,REG,4:25,Sun,5,2015
30,3,10/11/2015,2015,27,NYG,SF,11,2015101111,56578,NYG,10,REG,8:30,Sun,5,2015
20,-4,10/12/2015,2015,24,PIT,PIT,12,2015101200,56579,SD,10,REG,8:30,Mon,5,2015
31,10,10/15/2015,2015,21,NO,ATL,15,2015101500,56580,NO,10,REG,8:25,Thu,6,2015
37,3,10/18/2015,2015,34,DET,CHI,18,2015101800,56583,DET,10,REG,1:00,Sun,6,2015
34,14,10/18/2015,2015,20,NYJ,WAS,18,2015101801,56586,NYJ,10,REG,1:00,Sun,6,2015
