PenaltyIndex,team,penalty,game,opponent,player,position,week
SD-2015-0,SD,Face Mask (15 Yards),09/13/2015,Detroit,D.Butler,ILB,1-2015
SD-2015-1,SD,False Start,09/13/2015,Detroit,C.Watt,C,1-2015
SD-2015-2,SD,Delay of Game,09/13/2015,Detroit,P.Rivers,QB,1-2015
SD-2015-3,SD,Illegal Use of Hands,09/13/2015,Detroit,D.Butler,ILB,1-2015
SD-2015-4,SD,Offensive Holding,09/13/2015,Detroit,C.Watt,C,1-2015
SD-2015-5,SD,Offensive Holding,09/20/2015,Cincinnati,C.Hairston,T,2-2015
SD-2015-6,SD,False Start,09/20/2015,Cincinnati,C.Hairston,T,2-2015
SD-2015-7,SD,Face Mask (15 Yards),09/20/2015,Cincinnati,J.Verrett,CB,2-2015
SD-2015-8,SD,Illegal Formation,09/20/2015,Cincinnati,J.Barksdale,T,2-2015
SD-2015-9,SD,Offensive Holding,09/20/2015,Cincinnati,C.Hairston,T,2-2015
SD-2015-10,SD,Illegal Contact,09/20/2015,Cincinnati,M.Ingram,OLB,2-2015
SD-2015-11,SD,Defensive Offside,09/20/2015,Cincinnati,M.Ingram,OLB,2-2015
SD-2015-12,SD,Unsportsmanlike Conduct,09/20/2015,Cincinnati,N.Dzubnar,LB,2-2015
SD-2015-13,SD,Unnecessary Roughness,09/20/2015,Cincinnati,J.Verrett,CB,2-2015
SD-2015-14,SD,Offensive Holding,09/20/2015,Cincinnati,O.Franklin,G,2-2015
SD-2015-15,SD,False Start,09/20/2015,Cincinnati,J.Barksdale,T,2-2015
SD-2015-16,SD,Offensive Holding,09/20/2015,Cincinnati,C.Watt,C,2-2015
SD-2015-17,SD,Offensive Holding,09/27/2015,Minnesota,N.Dzubnar,LB,3-2015
SD-2015-18,SD,Defensive Holding,09/27/2015,Minnesota,J.Verrett,CB,3-2015
SD-2015-19,SD,Neutral Zone Infraction,09/27/2015,Minnesota,C.Liuget,DT,3-2015
SD-2015-20,SD,Defensive Pass Interference,09/27/2015,Minnesota,S.Williams,CB,3-2015
SD-2015-21,SD,Offensive Holding,09/27/2015,Minnesota,D.Inman,WR,3-2015
SD-2015-22,SD,Defensive Holding,09/27/2015,Minnesota,M.Ingram,OLB,3-2015
SD-2015-23,SD,False Start,09/27/2015,Minnesota,J.Barksdale,T,3-2015
SD-2015-24,SD,Offensive Holding,09/27/2015,Minnesota,D.Fluker,T,3-2015
SD-2015-25,SD,Ineligible Downfield Pass,09/27/2015,Minnesota,D.Fluker,T,3-2015
SD-2015-26,SD,Defensive Offside,10/04/2015,Cleveland,C.Liuget,DT,4-2015
SD-2015-27,SD,Defensive Pass Interference,10/04/2015,Cleveland,B.Flowers,CB,4-2015
