PenaltyIndex,team,penalty,game,opponent,player,position,week
SD-2015-28,SD,Neutral Zone Infraction,10/04/2015,Cleveland,M.Ingram,OLB,4-2015
SD-2015-29,SD,Illegal Use of Hands,10/04/2015,Cleveland,S.Williams,CB,4-2015
SD-2015-30,SD,False Start,10/04/2015,Cleveland,K.Allen,WR,4-2015
SD-2015-31,SD,False Start,10/04/2015,Cleveland,C.Hairston,T,4-2015
SD-2015-32,SD,Delay of Game,10/04/2015,Cleveland,P.Rivers,QB,4-2015
SD-2015-33,SD,Offensive Holding,10/12/2015,Pittsburgh,C.Hairston,T,5-2015
,SD,Offensive Holding,10/12/2015,Pittsburgh,K.Wiggins,5-2015,SD-2015-34
SD-2015-35,SD,Illegal Block Above the Waist,10/12/2015,Pittsburgh,B.Flowers,CB,5-2015
SD-2015-36,SD,Unnecessary Roughness,10/12/2015,Pittsburgh,B.Flowers,CB,5-2015
SD-2015-37,SD,False Start,10/12/2015,Pittsburgh,C.Hairston,T,5-2015
SD-2015-38,SD,Offensive Holding,10/12/2015,Pittsburgh,C.Watt,C,5-2015
SD-2015-39,SD,Offensive Holding,10/12/2015,Pittsburgh,D.Fluker,T,5-2015
SD-2015-40,SD,Offensive Holding,10/12/2015,Pittsburgh,J.Walton,C,5-2015
SD-2015-41,SD,Defensive Holding,10/12/2015,Pittsburgh,B.Flowers,CB,5-2015
SD-2015-42,SD,Unnecessary Roughness,10/12/2015,Pittsburgh,J.Addae,DB,5-2015
SD-2015-43,SD,Neutral Zone Infraction,10/18/2015,Green Bay,C.Liuget,DT,6-2015
SD-2015-44,SD,Defensive Pass Interference,10/18/2015,Green Bay,B.Flowers,CB,6-2015
SD-2015-45,SD,Defensive Holding,10/18/2015,Green Bay,P.Robinson,CB,6-2015
SD-2015-46,SD,Defensive Offside,10/18/2015,Green Bay,J.Attaochu,OLB,6-2015
SD-2015-47,SD,Defensive Holding,10/18/2015,Green Bay,P.Robinson,CB,6-2015
SD-2015-48,SD,Neutral Zone Infraction,10/18/2015,Green Bay,R.Mathews,DE,6-2015
SD-2015-49,SD,Offensive Holding,10/18/2015,Green Bay,D.Fluker,T,6-2015
SD-2015-50,SD,False Start,10/18/2015,Green Bay,J.Barksdale,T,6-2015
SD-2015-51,SD,Unsportsmanlike Conduct,10/18/2015,Green Bay,D.Inman,WR,6-2015
SD-2015-52,SD,Unsportsmanlike Conduct,10/18/2015,Green Bay,K.Allen,WR,6-2015
SD-2015-53,SD,Face Mask (15 Yards),10/18/2015,Green Bay,D.Fluker,T,6-2015
SD-2015-54,SD,Defensive Holding,10/18/2015,Green Bay,B.Flowers,CB,6-2015
SD-2015-55,SD,Illegal Use of Hands,10/25/2015,Oakland,B.Flowers,CB,7-2015
SD-2015-56,SD,Offensive Holding,10/25/2015,Oakland,D.Fluker,T,7-2015
SD-2015-57,SD,Neutral Zone Infraction,10/25/2015,Oakland,M.Ingram,OLB,7-2015
SD-2015-58,SD,Offensive Holding,10/25/2015,Oakland,L.Green,TE,7-2015
SD-2015-59,SD,Offensive Holding,10/25/2015,Oakland,N.Dzubnar,LB,7-2015
SD-2015-60,SD,Offensive Holding,10/25/2015,Oakland,O.Franklin,G,7-2015
SD-2015-61,SD,Intentional Grounding,10/25/2015,Oakland,P.Rivers,QB,7-2015
SD-2015-62,SD,Unnecessary Roughness,10/25/2015,Oakland,D.Fluker,T,7-2015
SD-2015-63,SD,Offensive Holding,10/25/2015,Oakland,T.Robinson,C,7-2015
SD-2015-64,SD,Offensive Pass Interference,10/25/2015,Oakland,K.Allen,WR,7-2015
SD-2015-65,SD,Unsportsmanlike Conduct,11/01/2015,Baltimore,J.Addae,DB,8-2015
SD-2015-66,SD,Unsportsmanlike Conduct,11/01/2015,Baltimore,J.Addae,DB,8-2015
SD-2015-67,SD,Illegal Formation,11/01/2015,Baltimore,J.Barksdale,T,8-2015
SD-2015-68,SD,Delay of Game,11/01/2015,Baltimore,P.Rivers,QB,8-2015
SD-2015-69,SD,False Start,11/01/2015,Baltimore,J.Barksdale,T,8-2015
SD-2015-70,SD,Defensive Pass Interference,11/01/2015,Baltimore,S.Williams,CB,8-2015
SD-2015-71,SD,Offensive Holding,11/09/2015,Chicago,J.Phillips,TE,9-2015
SD-2015-72,SD,Offensive Pass Interference,11/09/2015,Chicago,J.Herndon,WR,9-2015
SD-2015-73,SD,Offensive Holding,11/09/2015,Chicago,D.Fluker,T,9-2015
SD-2015-74,SD,False Start,11/09/2015,Chicago,T.Robinson,C,9-2015
SD-2015-75,SD,Offensive Holding,11/09/2015,Chicago,C.Law,LB,9-2015
SD-2015-76,SD,Delay of Game,11/09/2015,Chicago,S.Johnson,WR,9-2015
SD-2015-77,SD,Ineligible Downfield Pass,11/09/2015,Chicago,D.Fluker,T,9-2015
SD-2015-78,SD,Delay of Game,11/22/2015,Kansas City,M.Scifres,P,11-2015
SD-2015-79,SD,Unnecessary Roughness,11/22/2015,Kansas City,M.Te'o,ILB,11-2015
SD-2015-80,SD,Offensive Holding,11/22/2015,Kansas City,K.Dunlap,T,11-2015
SD-2015-81,SD,Defensive Holding,11/22/2015,Kansas City,P.Robinson,CB,11-2015
SD-2015-82,SD,Offensive Holding,11/22/2015,Kansas City,M.Windt,LS,11-2015
SD-2015-83,SD,Defensive Offside,11/22/2015,Kansas City,M.Ingram,OLB,11-2015
SD-2015-84,SD,Defensive Holding,11/22/2015,Kansas City,B.Flowers,CB,11-2015
SD-2015-85,SD,Encroachment,11/29/2015,Jacksonville,R.Mathews,DE,12-2015
SD-2015-86,SD,Offensive Holding,11/29/2015,Jacksonville,T.Robinson,C,12-2015
SD-2015-87,SD,Unnecessary Roughness,11/29/2015,Jacksonville,D.Stuckey,DB,12-2015
SD-2015-88,SD,Unsportsmanlike Conduct,11/29/2015,Jacksonville,S.Johnson,WR,12-2015
SD-2015-89,SD,Offensive Pass Interference,11/29/2015,Jacksonville,S.Johnson,WR,12-2015
SD-2015-90,SD,Offensive Offside,11/29/2015,Jacksonville,A.Gates,TE,12-2015
,SD,False Start,11/29/2015,Jacksonville,K.Wiggins,12-2015,SD-2015-91
SD-2015-92,SD,False Start,11/29/2015,Jacksonville,M.Gordon,RB,12-2015
SD-2015-93,SD,False Start,12/06/2015,Denver,T.Robinson,C,13-2015
,SD,Offensive Holding,12/06/2015,Denver,K.Wiggins,13-2015,SD-2015-94
SD-2015-95,SD,Defensive Pass Interference,12/06/2015,Denver,S.Williams,CB,13-2015
SD-2015-96,SD,Offensive Holding,12/06/2015,Denver,O.Franklin,G,13-2015
SD-2015-97,SD,Roughing the Passer,12/06/2015,Denver,M.Ingram,OLB,13-2015
SD-2015-98,SD,Offensive Pass Interference,12/06/2015,Denver,S.Johnson,WR,13-2015
SD-2015-99,SD,False Start,12/06/2015,Denver,C.Hairston,T,13-2015
,SD,Offensive Holding,12/06/2015,Denver,K.Wiggins,13-2015,SD-2015-100
SD-2015-101,SD,Offensive Holding,12/06/2015,Denver,O.Franklin,G,13-2015
SD-2015-102,SD,Intentional Grounding,12/06/2015,Denver,P.Rivers,QB,13-2015
SD-2015-103,SD,Offensive Holding,12/13/2015,Kansas City,J.Wilson,SS,14-2015
SD-2015-104,SD,Defensive Holding,12/13/2015,Kansas City,S.Williams,CB,14-2015
SD-2015-105,SD,Defensive Offside,12/13/2015,Kansas City,J.Mays,LB,14-2015
SD-2015-106,SD,Unnecessary Roughness,12/13/2015,Kansas City,J.Addae,DB,14-2015
SD-2015-107,SD,Defensive Holding,12/13/2015,Kansas City,P.Robinson,CB,14-2015
SD-2015-108,SD,Offensive Holding,12/13/2015,Kansas City,C.Hairston,T,14-2015
SD-2015-109,SD,Delay of Game,12/13/2015,Kansas City,P.Rivers,QB,14-2015
SD-2015-110,SD,False Start,12/13/2015,Kansas City,C.Hairston,T,14-2015
SD-2015-111,SD,False Start,12/20/2015,Miami,J.Barksdale,T,15-2015
SD-2015-112,SD,Offensive Holding,12/20/2015,Miami,N.Dzubnar,LB,15-2015
SD-2015-113,SD,Offensive Holding,12/20/2015,Miami,O.Franklin,G,15-2015
SD-2015-114,SD,Offensive Holding,12/20/2015,Miami,T.Robinson,C,15-2015
SD-2015-115,SD,Offensive Pass Interference,12/20/2015,Miami,D.Inman,WR,15-2015
SD-2015-116,SD,Delay of Game,12/20/2015,Miami,P.Rivers,QB,15-2015
SD-2015-117,SD,Defensive Pass Interference,12/20/2015,Miami,P.Robinson,CB,15-2015
SD-2015-118,SD,Delay of Game,12/20/2015,Miami,P.Rivers,QB,15-2015
SD-2015-119,SD,Neutral Zone Infraction,12/24/2015,Oakland,M.Ingram,OLB,16-2015
SD-2015-120,SD,Offensive Holding,12/24/2015,Oakland,D.Fluker,T,16-2015
SD-2015-121,SD,False Start,12/24/2015,Oakland,D.Fluker,T,16-2015
SD-2015-122,SD,False Start,12/24/2015,Oakland,D.Johnson,TE,16-2015
SD-2015-123,SD,Encroachment,12/24/2015,Oakland,R.Mathews,DE,16-2015
SD-2015-124,SD,False Start,12/24/2015,Oakland,J.Barksdale,T,16-2015
SD-2015-125,SD,Offensive Holding,12/24/2015,Oakland,D.Fluker,T,16-2015
SD-2015-126,SD,Unnecessary Roughness,12/24/2015,Oakland,D.Perryman,ILB,16-2015
SD-2015-127,SD,Defensive Offside,01/03/2016,Denver,K.Reyes,DE,17-2015
SD-2015-128,SD,False Start,01/03/2016,Denver,T.Burwell,T,17-2015
,SD,Offensive Holding,01/03/2016,Denver,K.Wiggins,17-2015,SD-2015-129
SD-2015-130,SD,Delay of Game,01/03/2016,Denver,P.Rivers,QB,17-2015
SD-2015-131,SD,Illegal Use of Hands,01/03/2016,Denver,C.Mager,CB,17-2015
SD-2015-132,SD,Neutral Zone Infraction,01/03/2016,Denver,M.Ingram,OLB,17-2015
SD-2015-133,SD,False Start,01/03/2016,Denver,J.Barksdale,T,17-2015
SD-2015-134,SD,Encroachment,01/03/2016,Denver,D.Square,DT,17-2015
SD-2015-135,SD,Offensive Holding,01/03/2016,Denver,J.Walton,C,17-2015
