Team,Penalty,NDate,Opponent,Player,Position,Week,Year,PenaltyIndex
MIN,Unnecessary Roughness,09/25/2011,DET,K.Onatolu,LB,3,2011,MIN-2011-28
MIN,Illegal Forward Pass,09/25/2011,DET,M.Jenkins,WR,3,2011,MIN-2011-29
MIN,Face Mask (15 Yards),10/02/2011,KC,E.Griffen,DE,4,2011,MIN-2011-30
MIN,False Start,10/02/2011,KC,C.Johnson,WR,4,2011,MIN-2011-31
MIN,Offensive Holding,10/02/2011,KC,P.Loadholt,T,4,2011,MIN-2011-32
MIN,False Start,10/02/2011,KC,V.Shiancoe,TE,4,2011,MIN-2011-33
MIN,Illegal Use of Hands,10/02/2011,KC,C.Griffin,CB,4,2011,MIN-2011-34
MIN,Delay of Game,10/02/2011,KC,C.Kluwe,P,4,2011,MIN-2011-35
MIN,Illegal Contact,10/02/2011,KC,C.Griffin,CB,4,2011,MIN-2011-36
MIN,Offensive Holding,10/02/2011,KC,P.Loadholt,T,4,2011,MIN-2011-37
MIN,False Start,10/09/2011,ARI,V.Shiancoe,TE,5,2011,MIN-2011-38
MIN,Offensive Holding,10/09/2011,ARI,J.Kleinsasser,TE,5,2011,MIN-2011-39
MIN,Offensive Holding,10/09/2011,ARI,V.Shiancoe,TE,5,2011,MIN-2011-40
MIN,Neutral Zone Infraction,10/09/2011,ARI,C.Ballard,DL,5,2011,MIN-2011-41
MIN,Delay of Game,10/09/2011,ARI,R.Longwell,K,5,2011,MIN-2011-42
MIN,Horse Collar Tackle,10/16/2011,CHI,C.Griffin,CB,6,2011,MIN-2011-43
MIN,False Start,10/16/2011,CHI,M.Jenkins,WR,6,2011,MIN-2011-44
MIN,Roughing the Passer,10/16/2011,CHI,K.Williams,DT,6,2011,MIN-2011-45
MIN,Offensive Holding,10/16/2011,CHI,S.Hutchinson,G,6,2011,MIN-2011-46
MIN,Offensive Holding,10/16/2011,CHI,P.Brown,T,6,2011,MIN-2011-47
MIN,Illegal Block Above the Waist,10/23/2011,GB,H.Abdullah,FS,7,2011,MIN-2011-48
MIN,Defensive Pass Interference,10/23/2011,GB,A.Allen,CB,7,2011,MIN-2011-49
MIN,Unnecessary Roughness,10/23/2011,GB,B.Robison,DE,7,2011,MIN-2011-50
MIN,False Start,10/23/2011,GB,S.Hutchinson,G,7,2011,MIN-2011-51
MIN,Roughing the Passer,10/23/2011,GB,L.Guion,NT,7,2011,MIN-2011-52
MIN,Running Into the Kicker,10/23/2011,GB,A.Allen,CB,7,2011,MIN-2011-53
MIN,Defensive Pass Interference,10/23/2011,GB,C.Griffin,CB,7,2011,MIN-2011-54
MIN,Illegal Block Above the Waist,10/23/2011,GB,M.Raymond,DB,7,2011,MIN-2011-55
MIN,Offensive Holding,10/23/2011,GB,J.Berger,C,7,2011,MIN-2011-56
MIN,Face Mask (15 Yards),10/30/2011,CAR,C.Griffin,CB,8,2011,MIN-2011-57
MIN,Personal Foul,10/30/2011,CAR,P.Harvin,WR,8,2011,MIN-2011-58
MIN,Neutral Zone Infraction,10/30/2011,CAR,C.Greenway,OLB,8,2011,MIN-2011-59
MIN,Offensive Holding,10/30/2011,CAR,L.Dean,LB,8,2011,MIN-2011-60
MIN,Offensive Pass Interference,11/14/2011,GB,P.Harvin,WR,10,2011,MIN-2011-61
MIN,False Start,11/14/2011,GB,F.Evans,DT,10,2011,MIN-2011-62
MIN,Offensive Holding,11/14/2011,GB,P.Harvin,WR,10,2011,MIN-2011-63
MIN,Neutral Zone Infraction,11/14/2011,GB,E.Griffen,DE,10,2011,MIN-2011-64
MIN,Offside on Free Kick,11/14/2011,GB,E.Frampton,DB,10,2011,MIN-2011-65
MIN,Neutral Zone Infraction,11/14/2011,GB,E.Griffen,DE,10,2011,MIN-2011-66
MIN,Defensive Pass Interference,11/14/2011,GB,A.Allen,CB,10,2011,MIN-2011-67
MIN,Defensive Offside,11/14/2011,GB,E.Griffen,DE,10,2011,MIN-2011-68
MIN,Illegal Use of Hands,11/14/2011,GB,T.Johnson,DT,10,2011,MIN-2011-69
MIN,Neutral Zone Infraction,11/14/2011,GB,C.Greenway,OLB,10,2011,MIN-2011-70
MIN,Offensive Holding,11/14/2011,GB,J.Kleinsasser,TE,10,2011,MIN-2011-71
MIN,False Start,11/20/2011,OAK,C.Johnson,WR,11,2011,MIN-2011-72
MIN,Offensive Holding,11/20/2011,OAK,S.Hutchinson,G,11,2011,MIN-2011-73
MIN,Offensive Holding,11/20/2011,OAK,M.Jenkins,WR,11,2011,MIN-2011-74
MIN,Defensive Offside,11/20/2011,OAK,L.Guion,NT,11,2011,MIN-2011-75
MIN,Defensive Offside,11/20/2011,OAK,C.Griffin,CB,11,2011,MIN-2011-76
MIN,False Start,11/20/2011,OAK,J.Berger,C,11,2011,MIN-2011-77
MIN,Offensive Holding,11/20/2011,OAK,C.Johnson,WR,11,2011,MIN-2011-78
MIN,Illegal Shift,11/20/2011,OAK,K.Rudolph,TE,11,2011,MIN-2011-79
MIN,Defensive Holding,11/20/2011,OAK,A.Allen,CB,11,2011,MIN-2011-80
MIN,False Start,11/20/2011,OAK,V.Shiancoe,TE,11,2011,MIN-2011-81
MIN,Defensive Holding,11/20/2011,OAK,K.Williams,DT,11,2011,MIN-2011-82
MIN,Illegal Contact,11/20/2011,OAK,C.Griffin,CB,11,2011,MIN-2011-83
MIN,Face Mask (15 Yards),11/27/2011,ATL,J.Allen,LB,12,2011,MIN-2011-84
MIN,Encroachment,11/27/2011,ATL,C.Ballard,DL,12,2011,MIN-2011-85
MIN,Offensive Holding,11/27/2011,ATL,B.Sapp,CB,12,2011,MIN-2011-86
MIN,Illegal Block Above the Waist,11/27/2011,ATL,G.Camarillo,WR,12,2011,MIN-2011-87
MIN,False Start,11/27/2011,ATL,P.Loadholt,T,12,2011,MIN-2011-88
MIN,Illegal Motion,11/27/2011,ATL,C.Ponder,QB,12,2011,MIN-2011-89
MIN,Illegal Formation,11/27/2011,ATL,G.Camarillo,WR,12,2011,MIN-2011-90
MIN,Offensive Holding,11/27/2011,ATL,P.Loadholt,T,12,2011,MIN-2011-91
MIN,False Start,11/27/2011,ATL,J.Kleinsasser,TE,12,2011,MIN-2011-92
MIN,False Start,12/04/2011,DEN,P.Harvin,WR,13,2011,MIN-2011-93
MIN,Intentional Grounding,12/04/2011,DEN,C.Ponder,QB,13,2011,MIN-2011-94
MIN,Offensive Holding,12/04/2011,DEN,M.Raymond,DB,13,2011,MIN-2011-95
MIN,Illegal Block Above the Waist,12/04/2011,DEN,M.Raymond,DB,13,2011,MIN-2011-96
MIN,Offensive Pass Interference,12/04/2011,DEN,Jo.Webb,QB,13,2011,MIN-2011-97
MIN,Offensive Holding,12/04/2011,DEN,P.Loadholt,T,13,2011,MIN-2011-98
MIN,Neutral Zone Infraction,12/11/2011,DET,B.Robison,DE,14,2011,MIN-2011-99
MIN,Encroachment,12/11/2011,DET,K.Williams,DT,14,2011,MIN-2011-100
MIN,Illegal Block Above the Waist,12/11/2011,DET,L.Booker,RB,14,2011,MIN-2011-101
MIN,Horse Collar Tackle,12/11/2011,DET,B.Robison,DE,14,2011,MIN-2011-102
MIN,Illegal Formation,12/18/2011,NO,P.Loadholt,T,15,2011,MIN-2011-103
MIN,Offensive Pass Interference,12/18/2011,NO,V.Shiancoe,TE,15,2011,MIN-2011-104
MIN,False Start,12/18/2011,NO,P.Loadholt,T,15,2011,MIN-2011-105
MIN,Unnecessary Roughness,12/18/2011,NO,J.Sanford,SS,15,2011,MIN-2011-106
MIN,Defensive Pass Interference,12/18/2011,NO,EJ.Henderson,LB,15,2011,MIN-2011-107
MIN,Intentional Grounding,12/18/2011,NO,C.Ponder,QB,15,2011,MIN-2011-108
MIN,Illegal Use of Hands,12/18/2011,NO,F.Evans,DT,15,2011,MIN-2011-109
MIN,Roughing the Passer,12/18/2011,NO,C.Greenway,OLB,15,2011,MIN-2011-110
MIN,Offside on Free Kick,12/18/2011,NO,K.Onatolu,LB,15,2011,MIN-2011-111
MIN,Offensive Holding,12/24/2011,WAS,P.Loadholt,T,16,2011,MIN-2011-112
MIN,False Start,12/24/2011,WAS,A.Peterson,RB,16,2011,MIN-2011-113
MIN,Unnecessary Roughness,12/24/2011,WAS,B.Fusco,G,16,2011,MIN-2011-114
MIN,Offensive Holding,12/24/2011,WAS,B.Burton,DB,16,2011,MIN-2011-115
MIN,Offensive Holding,12/24/2011,WAS,K.Onatolu,LB,16,2011,MIN-2011-116
MIN,False Start,01/01/2012,CHI,A.Herrera,G,17,2011,MIN-2011-117
MIN,Fair Catch Interference,01/01/2012,CHI,E.Griffen,DE,17,2011,MIN-2011-118
MIN,Offside on Free Kick,01/01/2012,CHI,E.Griffen,DE,17,2011,MIN-2011-119
MIN,False Start,01/01/2012,CHI,V.Shiancoe,TE,17,2011,MIN-2011-120
MIN,Offensive Holding,01/01/2012,CHI,J.Sullivan,C,17,2011,MIN-2011-121
MIN,Defensive Holding,01/01/2012,CHI,A.Allen,CB,17,2011,MIN-2011-122
ATL,Illegal Formation,09/11/2011,CHI,O.Mughelli,FB,1,2011,ATL-2011-0
ATL,Defensive Offside,09/11/2011,CHI,P.Jerry,DT,1,2011,ATL-2011-1
ATL,Offensive Holding,09/11/2011,CHI,M.Palmer,TE,1,2011,ATL-2011-2
ATL,Unnecessary Roughness,09/11/2011,CHI,H.Douglas,WR,1,2011,ATL-2011-3
ATL,False Start,09/11/2011,CHI,J.Hawley,C,1,2011,ATL-2011-4
ATL,Defensive Pass Interference,09/11/2011,CHI,S.Weatherspoon,LB,1,2011,ATL-2011-5
ATL,Offensive Holding,09/11/2011,CHI,S.Baker,T,1,2011,ATL-2011-6
ATL,Illegal Block Above the Waist,09/11/2011,CHI,O.Mughelli,FB,1,2011,ATL-2011-7
ATL,False Start,09/11/2011,CHI,G.Reynolds,T,1,2011,ATL-2011-8
ATL,Defensive Offside,09/18/2011,PHI,J.Abraham,OLB,2,2011,ATL-2011-9
ATL,Face Mask (15 Yards),09/18/2011,PHI,D.Robinson,CB,2,2011,ATL-2011-10
ATL,Illegal Use of Hands,09/18/2011,PHI,L.Sidbury,DE,2,2011,ATL-2011-11
ATL,Encroachment,09/18/2011,PHI,R.Edwards,DE,2,2011,ATL-2011-12
ATL,Unnecessary Roughness,09/18/2011,PHI,D.Robinson,CB,2,2011,ATL-2011-13
ATL,Roughing the Passer,09/18/2011,PHI,J.Abraham,OLB,2,2011,ATL-2011-14
ATL,Intentional Grounding,09/18/2011,PHI,M.Ryan,QB,2,2011,ATL-2011-15
ATL,Offensive Holding,09/18/2011,PHI,J.Hawley,C,2,2011,ATL-2011-16
ATL,Offensive Holding,09/18/2011,PHI,J.Hawley,C,2,2011,ATL-2011-17
ATL,Encroachment,09/25/2011,TB,R.Edwards,DE,3,2011,ATL-2011-18
ATL,Offensive Holding,09/25/2011,TB,A.Dent,ILB,3,2011,ATL-2011-19
ATL,Illegal Block Above the Waist,09/25/2011,TB,A.Smith,RB,3,2011,ATL-2011-20
ATL,Unnecessary Roughness,09/25/2011,TB,J.Rodgers,RB,3,2011,ATL-2011-21
ATL,Unnecessary Roughness,09/25/2011,TB,W.Moore,SS,3,2011,ATL-2011-22
ATL,Face Mask (15 Yards),10/02/2011,SEA,S.Weatherspoon,LB,4,2011,ATL-2011-23
ATL,Illegal Contact,10/02/2011,SEA,B.Grimes,CB,4,2011,ATL-2011-24
ATL,Defensive Offside,10/02/2011,SEA,J.Abraham,OLB,4,2011,ATL-2011-25
ATL,Offensive Holding,10/02/2011,SEA,R.Kelly,TE,4,2011,ATL-2011-26
ATL,False Start,10/02/2011,SEA,G.Reynolds,T,4,2011,ATL-2011-27
ATL,Offensive Holding,10/09/2011,GB,T.Clabo,T,5,2011,ATL-2011-28
ATL,Illegal Use of Hands,10/09/2011,GB,T.Clabo,T,5,2011,ATL-2011-29
ATL,Illegal Formation,10/09/2011,GB,J.Jones,WR,5,2011,ATL-2011-30
ATL,Unsportsmanlike Conduct,10/09/2011,GB,R.White,WR,5,2011,ATL-2011-31
ATL,Defensive Pass Interference,10/16/2011,CAR,W.Moore,SS,6,2011,ATL-2011-32
ATL,Offensive Holding,10/16/2011,CAR,S.Baker,T,6,2011,ATL-2011-33
ATL,Unnecessary Roughness,10/16/2011,CAR,R.White,WR,6,2011,ATL-2011-34
ATL,Roughing the Passer,10/16/2011,CAR,A.Smith,RB,6,2011,ATL-2011-35
ATL,Interference with Opportunity to Catch,10/16/2011,CAR,E.Weems,WR,6,2011,ATL-2011-36
ATL,False Start,10/23/2011,DET,G.Reynolds,T,7,2011,ATL-2011-37
ATL,Personal Foul,10/23/2011,DET,H.Douglas,WR,7,2011,ATL-2011-38
ATL,Illegal Block Above the Waist,10/23/2011,DET,A.Smith,RB,7,2011,ATL-2011-39
ATL,Defensive Offside,10/23/2011,DET,R.Edwards,DE,7,2011,ATL-2011-40
ATL,Offside on Free Kick,10/23/2011,DET,E.Weems,WR,7,2011,ATL-2011-41
ATL,Offensive Holding,10/23/2011,DET,J.Blalock,G,7,2011,ATL-2011-42
ATL,Offensive Holding,10/23/2011,DET,T.Clabo,T,7,2011,ATL-2011-43
ATL,Defensive Offside,10/23/2011,DET,R.Edwards,DE,7,2011,ATL-2011-44
ATL,Offensive Holding,10/23/2011,DET,T.DeCoud,FS,7,2011,ATL-2011-45
ATL,False Start,10/23/2011,DET,M.Ryan,QB,7,2011,ATL-2011-46
ATL,False Start,10/23/2011,DET,G.Reynolds,T,7,2011,ATL-2011-47
ATL,False Start,10/23/2011,DET,G.Reynolds,T,7,2011,ATL-2011-48
ATL,Personal Foul,10/23/2011,DET,K.Hayden,DB,7,2011,ATL-2011-49
ATL,Offensive Holding,11/06/2011,IND,W.Svitek,T,9,2011,ATL-2011-50
ATL,Unnecessary Roughness,11/13/2011,NO,R.White,WR,10,2011,ATL-2011-51
ATL,False Start,11/13/2011,NO,W.Svitek,T,10,2011,ATL-2011-52
ATL,Unnecessary Roughness,11/13/2011,NO,E.Weems,WR,10,2011,ATL-2011-53
ATL,Ineligible Downfield Kick,11/13/2011,NO,K.Biermann,OLB,10,2011,ATL-2011-54
ATL,Interference with Opportunity to Catch,11/13/2011,NO,E.Weems,WR,10,2011,ATL-2011-55
ATL,Offensive Holding,11/13/2011,NO,R.Kelly,TE,10,2011,ATL-2011-56
ATL,Neutral Zone Infraction,11/13/2011,NO,J.Abraham,OLB,10,2011,ATL-2011-57
ATL,Offensive Pass Interference,11/13/2011,NO,R.White,WR,10,2011,ATL-2011-58
ATL,Illegal Contact,11/13/2011,NO,D.Robinson,CB,10,2011,ATL-2011-59
ATL,Defensive Holding,11/13/2011,NO,K.Hayden,DB,10,2011,ATL-2011-60
ATL,Encroachment,11/13/2011,NO,J.Babineaux,DT,10,2011,ATL-2011-61
ATL,False Start,11/13/2011,NO,R.White,WR,10,2011,ATL-2011-62
ATL,Offensive Holding,11/20/2011,TEN,W.Svitek,T,11,2011,ATL-2011-63
ATL,Offensive Pass Interference,11/20/2011,TEN,E.Weems,WR,11,2011,ATL-2011-64
ATL,Defensive Offside,11/20/2011,TEN,J.Abraham,OLB,11,2011,ATL-2011-65
ATL,Offensive Holding,11/20/2011,TEN,R.White,WR,11,2011,ATL-2011-66
ATL,Roughing the Passer,11/20/2011,TEN,C.Lofton,LB,11,2011,ATL-2011-67
ATL,Offensive Holding,11/20/2011,TEN,M.Turner,RB,11,2011,ATL-2011-68
ATL,Illegal Motion,11/27/2011,MIN,A.Smith,RB,12,2011,ATL-2011-69
ATL,Offensive Holding,11/27/2011,MIN,J.Hawley,C,12,2011,ATL-2011-70
ATL,Offensive Pass Interference,11/27/2011,MIN,J.Jones,WR,12,2011,ATL-2011-71
ATL,False Start,11/27/2011,MIN,T.Clabo,T,12,2011,ATL-2011-72
ATL,Delay of Game,12/04/2011,HOU,M.Ryan,QB,13,2011,ATL-2011-73
ATL,Offensive Holding,12/04/2011,HOU,T.Clabo,T,13,2011,ATL-2011-74
ATL,False Start,12/04/2011,HOU,T.Clabo,T,13,2011,ATL-2011-75
ATL,Defensive Pass Interference,12/04/2011,HOU,D.Franks,CB,13,2011,ATL-2011-76
ATL,Defensive Holding,12/04/2011,HOU,S.Weatherspoon,LB,13,2011,ATL-2011-77
ATL,Defensive Holding,12/04/2011,HOU,D.Robinson,CB,13,2011,ATL-2011-78
ATL,Illegal Touch Pass,12/04/2011,HOU,J.Jones,WR,13,2011,ATL-2011-79
ATL,Delay of Game,12/04/2011,HOU,M.Ryan,QB,13,2011,ATL-2011-80
ATL,Offensive Pass Interference,12/11/2011,CAR,R.White,WR,14,2011,ATL-2011-81
ATL,Offensive Holding,12/11/2011,CAR,J.Hawley,C,14,2011,ATL-2011-82
ATL,Illegal Block Above the Waist,12/11/2011,CAR,J.Rodgers,RB,14,2011,ATL-2011-83
ATL,Roughing the Passer,12/11/2011,CAR,R.Edwards,DE,14,2011,ATL-2011-84
ATL,Neutral Zone Infraction,12/11/2011,CAR,J.Abraham,OLB,14,2011,ATL-2011-85
ATL,Defensive Offside,12/15/2011,JAC,R.Edwards,DE,15,2011,ATL-2011-86
ATL,Delay of Game,12/15/2011,JAC,M.Ryan,QB,15,2011,ATL-2011-87
ATL,Illegal Use of Hands,12/15/2011,JAC,J.Hawley,C,15,2011,ATL-2011-88
ATL,Offensive Holding,12/15/2011,JAC,R.Kelly,TE,15,2011,ATL-2011-89
ATL,Unnecessary Roughness,12/26/2011,NO,C.Lofton,LB,16,2011,ATL-2011-90
ATL,Defensive Pass Interference,12/26/2011,NO,S.Weatherspoon,LB,16,2011,ATL-2011-91
ATL,Offensive Holding,12/26/2011,NO,J.Rodgers,RB,16,2011,ATL-2011-92
ATL,False Start,12/26/2011,NO,W.Svitek,T,16,2011,ATL-2011-93
ATL,Illegal Use of Hands,12/26/2011,NO,T.Clabo,T,16,2011,ATL-2011-94
ATL,Intentional Grounding,12/26/2011,NO,M.Ryan,QB,16,2011,ATL-2011-95
ATL,Offensive Pass Interference,12/26/2011,NO,R.White,WR,16,2011,ATL-2011-96
ATL,False Start,12/26/2011,NO,J.Hawley,C,16,2011,ATL-2011-97
ATL,Unnecessary Roughness,01/01/2012,TB,A.Dent,ILB,17,2011,ATL-2011-98
ATL,Defensive Offside,01/01/2012,TB,J.Abraham,OLB,17,2011,ATL-2011-99
ATL,Roughing the Passer,01/01/2012,TB,K.Biermann,OLB,17,2011,ATL-2011-100
ATL,Unnecessary Roughness,01/01/2012,TB,D.Robinson,CB,17,2011,ATL-2011-101
CAR,Offensive Holding,09/11/2011,ARI,J.Senn,LB,1,2011,CAR-2011-0
CAR,Encroachment,09/11/2011,ARI,C.Johnson,DE,1,2011,CAR-2011-1
CAR,Illegal Block Above the Waist,09/11/2011,ARI,S.Ajirotutu,WR,1,2011,CAR-2011-2
CAR,False Start,09/11/2011,ARI,J.Shockey,TE,1,2011,CAR-2011-3
CAR,False Start,09/11/2011,ARI,J.Otah,T,1,2011,CAR-2011-4
CAR,Illegal Use of Hands,09/11/2011,ARI,B.Bell,T,1,2011,CAR-2011-5
CAR,Offensive Holding,09/11/2011,ARI,T.Wharton,G,1,2011,CAR-2011-6
CAR,Offensive Holding,09/11/2011,ARI,J.Otah,T,1,2011,CAR-2011-7
CAR,Unsportsmanlike Conduct,09/11/2011,ARI,C.Newton,QB,1,2011,CAR-2011-8
CAR,Illegal Contact,09/11/2011,ARI,T.Davis,OLB,1,2011,CAR-2011-9
CAR,False Start,09/11/2011,ARI,L.Naanee,WR,1,2011,CAR-2011-10
CAR,Illegal Shift,09/18/2011,GB,G.Olsen,TE,2,2011,CAR-2011-11
CAR,Offensive Holding,09/18/2011,GB,J.Gross,T,2,2011,CAR-2011-12
CAR,Defensive Pass Interference,09/18/2011,GB,S.Martin,FS,2,2011,CAR-2011-13
CAR,Offensive Pass Interference,09/18/2011,GB,L.Naanee,WR,2,2011,CAR-2011-14
CAR,Personal Foul,09/18/2011,GB,G.Hardy,DE,2,2011,CAR-2011-15
CAR,Illegal Block Above the Waist,09/25/2011,JAC,S.Smith,WR,3,2011,CAR-2011-16
CAR,Delay of Game,09/25/2011,JAC,J.Baker,P,3,2011,CAR-2011-17
CAR,Offensive Holding,09/25/2011,JAC,J.Williams,LB,3,2011,CAR-2011-18
CAR,False Start,09/25/2011,JAC,O.Gaither,MLB,3,2011,CAR-2011-19
CAR,Defensive Offside,09/25/2011,JAC,C.Johnson,DE,3,2011,CAR-2011-20
CAR,False Start,09/25/2011,JAC,R.Kalil,C,3,2011,CAR-2011-21
CAR,Defensive Pass Interference,09/25/2011,JAC,C.Munnerlyn,CB,3,2011,CAR-2011-22
CAR,False Start,10/02/2011,CHI,G.Olsen,TE,4,2011,CAR-2011-23
CAR,Offensive Holding,10/02/2011,CHI,G.Olsen,TE,4,2011,CAR-2011-24
CAR,Illegal Block Above the Waist,10/02/2011,CHI,J.Felton,RB,4,2011,CAR-2011-25
CAR,Delay of Game,10/02/2011,CHI,C.Newton,QB,4,2011,CAR-2011-26
CAR,Defensive Holding,10/02/2011,CHI,D.Connor,ILB,4,2011,CAR-2011-27
CAR,Offensive Pass Interference,10/02/2011,CHI,J.Shockey,TE,4,2011,CAR-2011-28
CAR,Illegal Formation,10/02/2011,CHI,T.Wharton,G,4,2011,CAR-2011-29
CAR,Face Mask (15 Yards),10/09/2011,NO,D.Williams,T,5,2011,CAR-2011-30
CAR,Defensive Pass Interference,10/09/2011,NO,C.Munnerlyn,CB,5,2011,CAR-2011-31
CAR,Offensive Holding,10/09/2011,NO,L.Naanee,WR,5,2011,CAR-2011-32
CAR,Personal Foul,10/09/2011,NO,J.Hines,DB,5,2011,CAR-2011-33
CAR,False Start,10/09/2011,NO,R.Kalil,C,5,2011,CAR-2011-34
CAR,Offensive Holding,10/09/2011,NO,J.Gross,T,5,2011,CAR-2011-35
CAR,Offensive Holding,10/16/2011,ATL,G.Hangartner,G,6,2011,CAR-2011-36
CAR,False Start,10/16/2011,ATL,B.Bell,T,6,2011,CAR-2011-37
CAR,Defensive Offside,10/16/2011,ATL,S.Fua,DT,6,2011,CAR-2011-38
CAR,Illegal Use of Hands,10/16/2011,ATL,J.Anderson,LB,6,2011,CAR-2011-39
CAR,Defensive Offside,10/16/2011,ATL,R.Fields,DT,6,2011,CAR-2011-40
CAR,Defensive Pass Interference,10/16/2011,ATL,C.Godfrey,FS,6,2011,CAR-2011-41
CAR,Defensive Pass Interference,10/16/2011,ATL,C.Gamble,CB,6,2011,CAR-2011-42
CAR,Defensive 12 On-field,10/16/2011,ATL,C.Johnson,DE,6,2011,CAR-2011-43
CAR,False Start,10/16/2011,ATL,B.Bell,T,6,2011,CAR-2011-44
CAR,Offensive Holding,10/16/2011,ATL,L.Naanee,WR,6,2011,CAR-2011-45
CAR,Offensive Holding,10/16/2011,ATL,B.Bell,T,6,2011,CAR-2011-46
CAR,Delay of Game,10/23/2011,WAS,C.Newton,QB,7,2011,CAR-2011-47
CAR,False Start,10/23/2011,WAS,G.Olsen,TE,7,2011,CAR-2011-48
CAR,Personal Foul,10/23/2011,WAS,B.Bell,T,7,2011,CAR-2011-49
CAR,Unsportsmanlike Conduct,10/23/2011,WAS,T.Williams,DB,7,2011,CAR-2011-50
CAR,Defensive Offside,10/23/2011,WAS,T.McClain,DT,7,2011,CAR-2011-51
CAR,Offensive Holding,10/23/2011,WAS,T.Williams,DB,7,2011,CAR-2011-52
CAR,Offensive Holding,10/23/2011,WAS,B.Hartsock,TE,7,2011,CAR-2011-53
CAR,False Start,10/23/2011,WAS,R.Wells,T,7,2011,CAR-2011-54
CAR,Face Mask (15 Yards),10/23/2011,WAS,C.Munnerlyn,CB,7,2011,CAR-2011-55
CAR,Defensive Offside,10/23/2011,WAS,S.Fua,DT,7,2011,CAR-2011-56
CAR,Offensive Holding,10/23/2011,WAS,B.Bell,T,7,2011,CAR-2011-57
CAR,Offensive Holding,10/23/2011,WAS,G.Hangartner,G,7,2011,CAR-2011-58
CAR,Offensive Holding,10/23/2011,WAS,J.Shockey,TE,7,2011,CAR-2011-59
CAR,Defensive Offside,10/23/2011,WAS,C.Johnson,DE,7,2011,CAR-2011-60
CAR,Defensive Offside,10/23/2011,WAS,C.Johnson,DE,7,2011,CAR-2011-61
CAR,Offensive Pass Interference,10/30/2011,MIN,J.Shockey,TE,8,2011,CAR-2011-62
CAR,Offensive Holding,10/30/2011,MIN,B.Bell,T,8,2011,CAR-2011-63
CAR,Offensive Holding,10/30/2011,MIN,L.Naanee,WR,8,2011,CAR-2011-64
CAR,Personal Foul,10/30/2011,MIN,L.Naanee,WR,8,2011,CAR-2011-65
CAR,Defensive Holding,10/30/2011,MIN,C.Munnerlyn,CB,8,2011,CAR-2011-66
CAR,Offensive Holding,10/30/2011,MIN,S.Smith,WR,8,2011,CAR-2011-67
CAR,Illegal Use of Hands,11/13/2011,TEN,C.Munnerlyn,CB,10,2011,CAR-2011-68
CAR,Defensive Holding,11/13/2011,TEN,J.Pugh,DB,10,2011,CAR-2011-69
CAR,Illegal Contact,11/13/2011,TEN,C.Gamble,CB,10,2011,CAR-2011-70
CAR,Unnecessary Roughness,11/13/2011,TEN,A.Neblett,DT,10,2011,CAR-2011-71
CAR,Illegal Touch Pass,11/13/2011,TEN,G.Olsen,TE,10,2011,CAR-2011-72
CAR,False Start,11/13/2011,TEN,B.Bell,T,10,2011,CAR-2011-73
CAR,Unnecessary Roughness,11/13/2011,TEN,C.Johnson,DE,10,2011,CAR-2011-74
CAR,Defensive Offside,11/13/2011,TEN,G.Hardy,DE,10,2011,CAR-2011-75
CAR,Offensive Holding,11/13/2011,TEN,R.Kalil,C,10,2011,CAR-2011-76
CAR,Personal Foul,11/13/2011,TEN,B.Bell,T,10,2011,CAR-2011-77
CAR,Defensive Holding,11/13/2011,TEN,C.Gamble,CB,10,2011,CAR-2011-78
CAR,False Start,11/13/2011,TEN,J.Gross,T,10,2011,CAR-2011-79
CAR,Offensive Holding,11/13/2011,TEN,B.Bell,T,10,2011,CAR-2011-80
CAR,Personal Foul,11/13/2011,TEN,J.Gross,T,10,2011,CAR-2011-81
CAR,Offensive Holding,11/13/2011,TEN,S.Smith,WR,10,2011,CAR-2011-82
CAR,Unnecessary Roughness,11/20/2011,DET,T.McClain,DT,11,2011,CAR-2011-83
CAR,Offensive Holding,11/20/2011,DET,S.Smith,WR,11,2011,CAR-2011-84
CAR,False Start,11/20/2011,DET,J.Gross,T,11,2011,CAR-2011-85
CAR,Offensive Holding,11/20/2011,DET,J.Gross,T,11,2011,CAR-2011-86
CAR,Illegal Motion,11/20/2011,DET,L.Naanee,WR,11,2011,CAR-2011-87
CAR,Horse Collar Tackle,11/20/2011,DET,J.Vaughan,RB,11,2011,CAR-2011-88
CAR,Defensive Holding,11/20/2011,DET,A.Applewhite,LB,11,2011,CAR-2011-89
CAR,Unnecessary Roughness,11/20/2011,DET,A.Neblett,DT,11,2011,CAR-2011-90
CAR,Defensive Pass Interference,11/27/2011,IND,C.Munnerlyn,CB,12,2011,CAR-2011-91
CAR,Delay of Game,11/27/2011,IND,C.Newton,QB,12,2011,CAR-2011-92
CAR,Illegal Block Above the Waist,11/27/2011,IND,K.Wilson,LB,12,2011,CAR-2011-93
CAR,Offensive Holding,11/27/2011,IND,S.Smith,WR,12,2011,CAR-2011-94
CAR,Unnecessary Roughness,11/27/2011,IND,J.Anderson,LB,12,2011,CAR-2011-95
CAR,Offensive Pass Interference,11/27/2011,IND,S.Smith,WR,12,2011,CAR-2011-96
CAR,Defensive Holding,12/04/2011,TB,C.Munnerlyn,CB,13,2011,CAR-2011-97
CAR,Offensive Holding,12/04/2011,TB,G.Olsen,TE,13,2011,CAR-2011-98
CAR,Personal Foul,12/04/2011,TB,K.Wilson,LB,13,2011,CAR-2011-99
